game_id,round,team_region,team_seed,team,opp_region,opp_seed,opponent,wab,barthag,adj_oe,adj_de,efg_pct,efgd_pct,tor,tord,orb_pct,drb_pct,ftr,ftrd,2p_pct,2pd_pct,3p_pct,3pd_pct,3pr,3prd,adj_tempo,win_prob_raw,win_prob
r1_r4_g07,Round 1,Region 4,7,Georgia,Region 4,10,Virginia,4.001141518347693,0.0272977352433676,-4.572764103316203,9.176774176809772,-6.200000000000003,7.100000000000001,-59.900000000000006,56.9,-42.7,33.7,-40.4,40.0,-9.1,7.099999999999994,-33.2,38.400000000000006,-34.4,32.800000000000004,1.120779798719724,0.6438909341096736,0.5762171993322411
r1_r4_g08,Round 1,Region 4,8,Clemson,Region 4,9,USC,-1.7661138753890309,-0.0604049370807704,-20.16760386366299,8.498349621618033,-6.099999999999994,8.399999999999999,-56.6,59.1,-35.4,42.4,-46.6,50.4,-6.700000000000003,9.5,-36.8,37.0,-30.39999999999999,30.8,-6.181536200901746,0.24663798646394122,0.23444379841841298
r1_r1_g01,Round 1,Region 1,16,UTSA,Region 1,1,Connecticut,-23.13255014086822,-0.3568978349480007,-46.36000517122767,-11.968175076756497,-17.700000000000003,-1.6000000000000014,-39.6,60.6,-35.800000000000004,36.3,-51.0,58.6,-18.8,-0.7999999999999972,-44.3,31.300000000000004,-29.9,28.7,-5.770957028189841,0.0007881952246620727,0.0007880619279638965
r1_r1_g02,Round 1,Region 1,15,High Point,Region 1,2,Vanderbilt,-14.35153990875721,-0.4808530000012586,-23.55638456838236,-18.0406286041068,-1.8999999999999984,4.100000000000001,-51.7,56.50000000000001,-39.6,32.4,-47.8,51.4,-0.7000000000000028,4.699999999999996,-35.800000000000004,35.2,-25.90000000000001,29.499999999999996,-0.667018002608458,0.006644410153572667,0.006623055822746691
r1_r1_g03,Round 1,Region 1,14,Howard,Region 1,3,Ohio St.,-13.783587205229558,-0.5280618363387712,-30.06748881444946,-9.088007422172282,-10.4,6.099999999999994,-51.00000000000001,55.9,-34.9,37.7,-38.89999999999999,46.1,-13.200000000000005,4.799999999999997,-36.4,39.2,-40.00000000000001,31.60000000000001,-4.222729074426937,0.00952039834044542,0.00949089816158222
r1_r1_g04,Round 1,Region 1,13,Western Illinois,Region 1,4,North Carolina,-9.409306085751403,-0.2627945084951517,-22.17195991074153,-4.767848225918641,-7.699999999999996,4.0,-60.3,58.6,-48.8,38.0,-36.60000000000001,52.2,-8.899999999999999,6.100000000000001,-36.400000000000006,33.49999999999999,-40.1,26.200000000000003,0.2466497450348441,0.03213582248021556,0.03179089736552864
r1_r1_g05,Round 1,Region 1,12,Murray St.,Region 1,5,Maryland,-5.385012118613601,-0.2465128931938469,-14.38924826012486,-14.460382653819096,-4.900000000000006,1.7000000000000028,-56.5,60.900000000000006,-39.00000000000001,30.200000000000003,-37.7,45.2,-5.600000000000001,0.1999999999999957,-35.2,37.00000000000001,-25.500000000000007,42.6,2.044795265651487,0.031084059919424027,0.030595906907861563
r1_r1_g06,Round 1,Region 1,11,Fairfield,Region 1,6,Notre Dame,-4.552050593975466,-0.0905356283413565,-15.87494986778728,0.4602675524501904,2.3000000000000043,5.0,-53.7,53.1,-41.8,42.3,-50.6,45.0,2.299999999999997,4.5,-32.2,37.2,-17.4,40.00000000000001,-2.570674898700659,0.16572353413122862,0.1563480391779883
r1_r1_g07,Round 1,Region 1,10,Colorado,Region 1,7,Illinois,-1.7916447088875502,-0.0095503372703894,-10.149493743349067,5.45003414165538,-7.200000000000003,4.300000000000004,-54.6,57.6,-36.00000000000001,40.2,-38.6,37.09999999999999,-4.700000000000003,6.399999999999999,-42.99999999999999,32.99999999999999,-45.8,36.9,-1.5205782858991626,0.4432724580639695,0.3972733133089605
r1_r1_g08,Round 1,Region 1,9,Syracuse,Region 1,8,Iowa St.,0.9031483848570184,-0.0163357365538567,-6.54353213857685,0.8488124430169819,-8.200000000000003,0.8999999999999986,-57.99999999999999,56.6,-32.2,39.8,-45.7,41.3,-10.299999999999995,0.5,-36.1,34.400000000000006,-40.8,33.8,-0.4947634995791645,0.43946221271267694,0.38528026541694765
r1_r2_g01,Round 1,Region 2,16,Cal Baptist,Region 2,1,UCLA,-24.57285767756315,-0.3165731984684476,-30.1690016754344,-24.694633249921324,-10.699999999999996,-0.2000000000000028,-58.900000000000006,61.10000000000001,-46.1,29.90000000000001,-60.3,46.1,-9.700000000000005,2.3999999999999986,-41.2,30.3,-21.0,32.900000000000006,5.853291504062582,0.0010225617561141502,0.0010220784056806538
r1_r2_g02,Round 1,Region 2,15,Jacksonville,Region 2,2,LSU,-13.31608084002591,-0.4261205036446891,-32.416517117239934,-17.463601349176557,-15.9,0.6999999999999957,-53.8,55.6,-41.8,21.999999999999996,-30.90000000000001,31.000000000000007,-18.200000000000003,0.0,-41.5,33.7,-33.3,40.3,-0.8043476064441535,0.001543335475742422,0.0015424173541087477
r1_r2_g03,Round 1,Region 2,14,Charleston,Region 2,3,Duke,-11.333166704859355,-0.3451131667080269,-29.900916681510225,-5.091111960402117,-13.699999999999996,5.799999999999997,-57.99999999999999,52.3,-32.2,32.2,-53.8,52.4,-15.5,8.100000000000001,-40.1,34.4,-39.5,33.1,-0.5344451020001344,0.014826401892179483,0.014762811108767433
r1_r2_g04,Round 1,Region 2,13,Green Bay,Region 2,4,Minnesota,-9.484617284016895,-0.2040156269485969,-25.471752552726254,-3.4387288882891056,-5.799999999999997,6.100000000000001,-56.6,62.3,-51.1,37.3,-51.8,55.9,-7.0,8.5,-36.0,34.5,-27.7,30.2,1.3878231821185525,0.023512426922194234,0.02334742490592309
r1_r2_g05,Round 1,Region 2,12,Gonzaga,Region 2,5,Mississippi,-7.845531235129658,-0.0972659584441322,-13.020545160340134,-3.3363383074013058,-3.800000000000004,7.700000000000003,-50.3,60.400000000000006,-31.8,34.0,-40.3,36.7,-7.600000000000001,5.899999999999999,-29.8,41.2,-43.49999999999999,36.6,0.1868658515146961,0.1562187912159448,0.14706772010344754
r1_r2_g06,Round 1,Region 2,11,Nebraska,Region 2,6,Baylor,-3.481165788185984,0.0110697470151053,-5.407604350287855,11.197957657898954,-6.099999999999994,1.0999999999999943,-59.1,51.3,-37.3,35.30000000000001,-49.7,41.6,-4.699999999999996,-1.1999999999999955,-39.2,36.8,-32.800000000000004,25.9,-0.0636505797137942,0.7147864644370062,0.6379117765010652
r1_r2_g07,Round 1,Region 2,10,Villanova,Region 2,7,Texas Tech,-0.0185931035404331,0.0026295765766624,-11.80316653344964,13.106101156208965,-8.099999999999994,3.799999999999997,-53.50000000000001,52.9,-41.0,42.6,-50.3,38.5,-8.700000000000003,3.6000000000000014,-38.3,36.2,-28.2,30.800000000000004,1.5089364285979343,0.5898303592385655,0.5423338505228966
r1_r2_g08,Round 1,Region 2,9,Princeton,Region 2,8,Oklahoma St.,1.3058755826284605,-0.0472343183555552,-6.280811861364086,-1.6054782181636256,-0.5,0.5999999999999943,-55.1,55.1,-40.6,32.400000000000006,-44.2,49.2,-1.4000000000000057,0.8999999999999986,-32.4,33.2,-35.60000000000001,25.4,-3.6005935180641444,0.30387967309219677,0.2702623137260408
r1_r3_g01,Round 1,Region 3,16,Missouri St.,Region 3,1,Texas,-23.93580590056864,-0.3784555598390271,-39.160691777644274,-12.262407914238764,-12.700000000000005,4.799999999999997,-43.900000000000006,61.1,-38.5,32.300000000000004,-26.300000000000004,40.2,-13.299999999999995,4.900000000000006,-40.8,37.1,-44.9,51.49999999999999,-0.6826453314238279,0.0016801303375951271,0.0016793522830228429
r1_r3_g02,Round 1,Region 3,15,Holy Cross,Region 3,2,Michigan,-16.593625500324343,-0.4801900349872732,-39.08990697072112,-3.778175946176688,-8.399999999999999,5.899999999999999,-49.8,58.3,-46.8,33.50000000000001,-46.2,46.2,-7.300000000000004,5.599999999999994,-40.39999999999999,37.7,-32.7,34.900000000000006,-3.9350655173709583,0.0039011762146119408,0.003898034599922391
r1_r3_g03,Round 1,Region 3,14,Vermont,Region 3,3,Louisville,-12.945992604071089,-0.2249201109539714,-24.191281695550643,-5.804304595768173,-6.5,6.899999999999999,-58.7,58.9,-44.6,34.4,-55.5,53.5,-6.200000000000003,5.299999999999997,-38.0,40.49999999999999,-32.3,37.4,-6.708975527296047,0.023296620334053508,0.023101806064233645
r1_r3_g04,Round 1,Region 3,13,Miami OH,Region 3,4,West Virginia,-10.208596777070458,-0.1461220881169427,-27.40105924535966,4.907139496291634,-2.3999999999999986,5.299999999999997,-46.7,50.5,-47.10000000000001,32.0,-46.400000000000006,35.7,-4.899999999999999,6.800000000000004,-31.8,34.89999999999999,-25.099999999999994,33.39999999999999,-1.7466052582929166,0.04735808113264555,0.04684227211540396
r1_r3_g05,Round 1,Region 3,12,James Madison,Region 3,5,Kentucky,-7.206114777921705,-0.0507009179936688,-17.134421455910697,2.32831270730901,-8.100000000000001,6.100000000000001,-59.6,59.60000000000001,-37.6,38.49999999999999,-45.4,46.6,-6.899999999999999,7.099999999999994,-40.5,35.2,-35.5,27.6,2.4203840863349058,0.16948389127482105,0.1610173046320236
r1_r3_g06,Round 1,Region 3,11,Rhode Island,Region 3,6,Alabama,-4.222250936606236,-0.0809306070176444,-16.60816042553769,4.7436067266564095,-10.099999999999994,7.5,-60.50000000000001,56.7,-37.1,43.7,-44.39999999999999,53.3,-9.599999999999994,9.799999999999995,-40.5,35.7,-38.7,31.5,-2.051449447213983,0.2443494007755467,0.2301994908059096
r1_r3_g07,Round 1,Region 3,10,Tennessee,Region 3,7,N.C. State,-0.3886699357102761,0.0033745737629817,-4.965514304149281,6.3911593318921405,-7.100000000000001,3.200000000000003,-61.6,57.60000000000001,-39.1,36.2,-57.7,47.0,-5.300000000000004,2.3000000000000043,-39.6,36.900000000000006,-18.5,42.7,2.529622966783436,0.5956496128546585,0.5213287922898604
r1_r3_g08,Round 1,Region 3,9,Virginia Tech,Region 3,8,Oregon,-0.8518786703025834,-0.0152389500654449,-16.101224377341083,11.810183118956289,-9.5,7.199999999999996,-56.3,55.00000000000001,-34.8,42.2,-45.89999999999999,40.900000000000006,-8.299999999999997,8.899999999999999,-40.8,34.8,-37.5,41.8,0.4064595618433912,0.4508355161870987,0.4197310744808332
r1_r4_g01,Round 1,Region 4,16,Southern,Region 4,1,South Carolina,-22.3988692959506,-0.6977492020528622,-45.255924990319954,-16.34824292626537,-18.300000000000004,0.9999999999999928,-51.8,52.7,-36.3,24.6,-50.1,25.800000000000004,-22.0,-0.8999999999999986,-39.2,36.7,-39.900000000000006,43.5,-1.4228912032645695,0.00038776154910215353,0.0003877213734097781
r1_r4_g02,Round 1,Region 4,15,Fairleigh Dickinson,Region 4,2,Iowa,-13.86929968738798,-0.3710055400626602,-28.01033148741932,-6.453922021962768,-3.899999999999999,5.899999999999999,-58.3,57.50000000000001,-35.99999999999999,40.7,-61.1,47.8,-6.5,7.200000000000003,-33.4,34.7,-20.0,42.3,-6.788130987761278,0.018609762141641836,0.018494897805280245
r1_r4_g03,Round 1,Region 4,14,UC San Diego,Region 4,3,TCU,-12.654078498391042,-0.3036172814684451,-27.28402463299372,-2.8975409770728504,-14.800000000000004,0.6999999999999957,-61.89999999999999,53.2,-49.39999999999999,36.3,-46.5,51.6,-15.799999999999995,0.5999999999999943,-41.6,33.8,-36.5,20.4,2.488362121972856,0.019037706225201574,0.018936572978479824
r1_r4_g04,Round 1,Region 4,13,Idaho,Region 4,4,Oklahoma,-9.852446515738825,-0.2027695996182692,-26.08266709786595,-0.0483927164563624,-12.6,8.100000000000001,-57.0,59.1,-35.9,35.7,-40.2,46.2,-12.799999999999995,8.299999999999997,-41.6,39.3,-33.2,31.7,-4.075747156210056,0.04316953022068078,0.04267921148069375
r1_r4_g05,Round 1,Region 4,12,Colorado St.,Region 4,5,Michigan St.,-8.73844826164624,-0.1257955810302558,-17.580533519526426,-2.2646312920368388,-3.3999999999999986,5.299999999999997,-56.6,62.2,-46.7,40.10000000000001,-46.0,41.5,-4.200000000000003,7.399999999999999,-34.60000000000001,34.300000000000004,-27.7,30.599999999999994,-6.2565472401655455,0.08538737648258446,0.08288890420358287
r1_r4_g06,Round 1,Region 4,11,South Dakota St.,Region 4,6,Washington,-4.329002787109999,-0.0648280882031805,-13.432103090585386,0.1646491202800746,-0.79999999999999,5.299999999999997,-60.8,59.10000000000001,-40.9,39.3,-46.400000000000006,56.900000000000006,0.6999999999999957,5.100000000000001,-35.99999999999999,37.1,-35.5,23.7,1.2924091572932357,0.1998425314104187,0.18604052659962025
r1_r4_g07,Round 1,Region 4,10,Virginia,Region 4,7,Georgia,-4.001141518347693,-0.0272977352433676,-9.176774176809772,4.572764103316203,-7.100000000000001,6.200000000000003,-56.9,59.900000000000006,-33.7,42.7,-40.0,40.4,-7.099999999999994,9.1,-38.400000000000006,33.2,-32.800000000000004,34.4,-1.120779798719724,0.4735539024135286,0.4237828006677589
r1_r4_g08,Round 1,Region 4,9,USC,Region 4,8,Clemson,1.7661138753890309,0.0604049370807704,-8.498349621618033,20.16760386366299,-8.399999999999999,6.099999999999994,-59.1,56.6,-42.4,35.4,-50.4,46.6,-9.5,6.700000000000003,-37.0,36.8,-30.8,30.39999999999999,6.181536200901746,0.8053752812266172,0.765556201581587
r2_r1_g01,Round 2,Region 1,1,Connecticut,Region 1,8,Iowa St.,11.762330578365232,0.0330215195504436,15.28274726657635,17.759338589579727,5.0,6.0,-62.2,49.0,-39.7,42.10000000000001,-52.7,47.1,3.299999999999997,7.299999999999997,-27.9,36.1,-30.300000000000004,18.3,0.3940816309881967,0.9890106861828839,0.9786182809808553
r2_r1_g01,Round 2,Region 1,1,Connecticut,Region 1,9,Syracuse,10.859182193508214,0.0493572561043004,9.986339989009764,28.750465562706182,4.100000000000001,14.200000000000005,-56.7,44.9,-34.89999999999999,29.700000000000003,-54.8,53.6,4.599999999999994,15.799999999999995,-31.300000000000004,41.2,-35.2,30.2,0.8888451305673613,0.9929732372907907,0.9885956784939673
r2_r1_g01,Round 2,Region 1,16,UTSA,Region 1,8,Iowa St.,-11.370219562502989,-0.3238763153975571,-24.153071747098338,-1.1330226447297491,-11.700000000000005,3.3999999999999986,-52.7,60.5,-38.3,41.2,-43.1,45.1,-13.299999999999995,4.299999999999997,-39.2,34.400000000000006,-40.50000000000001,27.3,-5.376875397201644,0.05066639177677565,0.04993229909808991
r2_r1_g01,Round 2,Region 1,16,UTSA,Region 1,9,Syracuse,-12.273367947360006,-0.3075405788437003,-29.449479024664925,9.858104328396706,-12.6,11.6,-47.2,56.4,-33.49999999999999,28.8,-45.2,51.6,-12.0,12.799999999999995,-42.60000000000001,39.50000000000001,-45.4,39.2,-4.88211189762248,0.07732200898394787,0.07648555647507413
r2_r1_g02,Round 2,Region 1,2,Vanderbilt,Region 1,7,Illinois,6.991353782971984,0.0195606626712385,10.766679549686115,0.8285775130151762,1.0999999999999943,1.5,-60.3,54.6,-36.50000000000001,32.599999999999994,-44.1,47.9,1.8999999999999984,2.5,-34.2,32.300000000000004,-30.7,37.6,1.8654986254597503,0.8572748550871437,0.7480820556630468
r2_r1_g02,Round 2,Region 1,2,Vanderbilt,Region 1,10,Colorado,8.782998491859535,0.029110999941628,5.238199576890182,11.0565170875048,-0.8000000000000043,6.299999999999997,-57.1,48.4,-36.3,28.2,-39.59999999999999,44.9,-1.7999999999999972,4.5,-32.7,40.8,-24.4,40.2,3.386076911358913,0.8964077205537717,0.8290775727102911
r2_r1_g02,Round 2,Region 1,15,High Point,Region 1,7,Illinois,-7.360186125785225,-0.46129233733002,-22.649361224226624,-7.352394885561239,-2.8000000000000043,7.600000000000001,-57.900000000000006,57.00000000000001,-47.400000000000006,36.3,-41.5,48.9,-0.9000000000000057,9.299999999999995,-37.99999999999999,35.49999999999999,-31.5,41.99999999999999,1.1984806228512923,0.02295345080345127,0.0227555138550472
