round,team_region,team_seed,opp_region,opp_seed
Elite Eight,Region 4,4,Region 4,11
Elite Eight,Region 4,13,Region 4,2
Elite Eight,Region 4,13,Region 4,15
Elite Eight,Region 4,13,Region 4,7
Elite Eight,Region 4,13,Region 4,10
Elite Eight,Region 4,13,Region 4,3
Elite Eight,Region 4,13,Region 4,14
Elite Eight,Region 4,13,Region 4,6
Elite Eight,Region 4,13,Region 4,11
Elite Eight,Region 4,5,Region 4,2
Elite Eight,Region 4,5,Region 4,15
Elite Eight,Region 4,5,Region 4,7
Elite Eight,Region 4,5,Region 4,10
Elite Eight,Region 4,5,Region 4,3
Elite Eight,Region 4,5,Region 4,14
Elite Eight,Region 4,5,Region 4,6
Elite Eight,Region 4,5,Region 4,11
Elite Eight,Region 4,12,Region 4,2
Elite Eight,Region 4,12,Region 4,15
Elite Eight,Region 4,12,Region 4,7
Elite Eight,Region 4,12,Region 4,10
Elite Eight,Region 4,12,Region 4,3
Elite Eight,Region 4,12,Region 4,14
Elite Eight,Region 4,12,Region 4,6
Elite Eight,Region 4,12,Region 4,11
Elite Eight,Region 1,2,Region 1,1
Elite Eight,Region 1,15,Region 1,1
Elite Eight,Region 1,7,Region 1,1
Elite Eight,Region 1,10,Region 1,1
Elite Eight,Region 1,3,Region 1,1
Elite Eight,Region 1,14,Region 1,1
Elite Eight,Region 1,6,Region 1,1
Elite Eight,Region 1,11,Region 1,1
Elite Eight,Region 1,2,Region 1,16
Elite Eight,Region 1,15,Region 1,16
Elite Eight,Region 1,7,Region 1,16
Elite Eight,Region 1,10,Region 1,16
Elite Eight,Region 1,3,Region 1,16
Elite Eight,Region 1,14,Region 1,16
Elite Eight,Region 1,6,Region 1,16
Elite Eight,Region 1,11,Region 1,16
Elite Eight,Region 1,2,Region 1,8
Elite Eight,Region 1,15,Region 1,8
Elite Eight,Region 1,7,Region 1,8
Elite Eight,Region 1,10,Region 1,8
Elite Eight,Region 1,3,Region 1,8
Elite Eight,Region 1,14,Region 1,8
Elite Eight,Region 1,6,Region 1,8
Elite Eight,Region 1,11,Region 1,8
Elite Eight,Region 1,2,Region 1,9
Elite Eight,Region 1,15,Region 1,9
Elite Eight,Region 1,7,Region 1,9
Elite Eight,Region 1,10,Region 1,9
Elite Eight,Region 1,3,Region 1,9
Elite Eight,Region 1,14,Region 1,9
Elite Eight,Region 1,6,Region 1,9
Elite Eight,Region 1,11,Region 1,9
Elite Eight,Region 1,2,Region 1,4
Elite Eight,Region 1,15,Region 1,4
Elite Eight,Region 1,7,Region 1,4
Elite Eight,Region 1,10,Region 1,4
Elite Eight,Region 1,3,Region 1,4
Elite Eight,Region 1,14,Region 1,4
Elite Eight,Region 1,6,Region 1,4
Elite Eight,Region 1,11,Region 1,4
Elite Eight,Region 1,2,Region 1,13
Elite Eight,Region 1,15,Region 1,13
Elite Eight,Region 1,7,Region 1,13
Elite Eight,Region 1,10,Region 1,13
Elite Eight,Region 1,3,Region 1,13
Elite Eight,Region 1,14,Region 1,13
Elite Eight,Region 1,6,Region 1,13
Elite Eight,Region 1,11,Region 1,13
Elite Eight,Region 1,2,Region 1,5
Elite Eight,Region 1,15,Region 1,5
Elite Eight,Region 1,7,Region 1,5
Elite Eight,Region 1,10,Region 1,5
Elite Eight,Region 1,3,Region 1,5
Elite Eight,Region 1,14,Region 1,5
Elite Eight,Region 1,6,Region 1,5
Elite Eight,Region 1,11,Region 1,5
Elite Eight,Region 1,2,Region 1,12
Elite Eight,Region 1,15,Region 1,12
Elite Eight,Region 1,7,Region 1,12
Elite Eight,Region 1,10,Region 1,12
Elite Eight,Region 1,3,Region 1,12
Elite Eight,Region 1,14,Region 1,12
Elite Eight,Region 1,6,Region 1,12
Elite Eight,Region 1,11,Region 1,12
Elite Eight,Region 2,2,Region 2,1
Elite Eight,Region 2,15,Region 2,1
Elite Eight,Region 2,7,Region 2,1
Elite Eight,Region 2,10,Region 2,1
Elite Eight,Region 2,3,Region 2,1
Elite Eight,Region 2,14,Region 2,1
Elite Eight,Region 2,6,Region 2,1
Elite Eight,Region 2,11,Region 2,1
Elite Eight,Region 2,2,Region 2,16
Elite Eight,Region 2,15,Region 2,16
Elite Eight,Region 2,7,Region 2,16
Elite Eight,Region 2,10,Region 2,16
Elite Eight,Region 2,3,Region 2,16
Elite Eight,Region 2,14,Region 2,16
Elite Eight,Region 2,6,Region 2,16
Elite Eight,Region 2,11,Region 2,16
Elite Eight,Region 2,2,Region 2,8
Elite Eight,Region 2,15,Region 2,8
Elite Eight,Region 2,7,Region 2,8
Elite Eight,Region 2,10,Region 2,8
Elite Eight,Region 2,3,Region 2,8
Elite Eight,Region 2,14,Region 2,8
Elite Eight,Region 2,6,Region 2,8
Elite Eight,Region 2,11,Region 2,8
Elite Eight,Region 2,2,Region 2,9
Elite Eight,Region 2,15,Region 2,9
Elite Eight,Region 2,7,Region 2,9
Elite Eight,Region 2,10,Region 2,9
Elite Eight,Region 2,3,Region 2,9
Elite Eight,Region 2,14,Region 2,9
Elite Eight,Region 2,6,Region 2,9
Elite Eight,Region 2,11,Region 2,9
Elite Eight,Region 2,2,Region 2,4
Elite Eight,Region 2,15,Region 2,4
Elite Eight,Region 2,7,Region 2,4
Elite Eight,Region 2,10,Region 2,4
Elite Eight,Region 2,3,Region 2,4
Elite Eight,Region 2,14,Region 2,4
Elite Eight,Region 2,6,Region 2,4
Elite Eight,Region 2,11,Region 2,4
Elite Eight,Region 2,2,Region 2,13
Elite Eight,Region 2,15,Region 2,13
Elite Eight,Region 2,7,Region 2,13
Elite Eight,Region 2,10,Region 2,13
Elite Eight,Region 2,3,Region 2,13
Elite Eight,Region 2,14,Region 2,13
Elite Eight,Region 2,6,Region 2,13
Elite Eight,Region 2,11,Region 2,13
Elite Eight,Region 2,2,Region 2,5
Elite Eight,Region 2,15,Region 2,5
Elite Eight,Region 2,7,Region 2,5
Elite Eight,Region 2,10,Region 2,5
Elite Eight,Region 2,3,Region 2,5
Elite Eight,Region 2,14,Region 2,5
Elite Eight,Region 2,6,Region 2,5
Elite Eight,Region 2,11,Region 2,5
Elite Eight,Region 2,2,Region 2,12
Elite Eight,Region 2,15,Region 2,12
Elite Eight,Region 2,7,Region 2,12
Elite Eight,Region 2,10,Region 2,12
Elite Eight,Region 2,3,Region 2,12
Elite Eight,Region 2,14,Region 2,12
Elite Eight,Region 2,6,Region 2,12
Elite Eight,Region 2,11,Region 2,12
Elite Eight,Region 3,2,Region 3,1
Elite Eight,Region 3,15,Region 3,1
Elite Eight,Region 3,7,Region 3,1
Elite Eight,Region 3,10,Region 3,1
Elite Eight,Region 3,3,Region 3,1
Elite Eight,Region 3,14,Region 3,1
Elite Eight,Region 3,6,Region 3,1
Elite Eight,Region 3,11,Region 3,1
Elite Eight,Region 3,2,Region 3,16
Elite Eight,Region 3,15,Region 3,16
Elite Eight,Region 3,7,Region 3,16
Elite Eight,Region 3,10,Region 3,16
Elite Eight,Region 3,3,Region 3,16
Elite Eight,Region 3,14,Region 3,16
Elite Eight,Region 3,6,Region 3,16
Elite Eight,Region 3,11,Region 3,16
Elite Eight,Region 3,2,Region 3,8
Elite Eight,Region 3,15,Region 3,8
Elite Eight,Region 3,7,Region 3,8
Elite Eight,Region 3,10,Region 3,8
Elite Eight,Region 3,3,Region 3,8
Elite Eight,Region 3,14,Region 3,8
Elite Eight,Region 3,6,Region 3,8
Elite Eight,Region 3,11,Region 3,8
Elite Eight,Region 3,2,Region 3,9
Elite Eight,Region 3,15,Region 3,9
Elite Eight,Region 3,7,Region 3,9
Elite Eight,Region 3,10,Region 3,9
Elite Eight,Region 3,3,Region 3,9
Elite Eight,Region 3,14,Region 3,9
Elite Eight,Region 3,6,Region 3,9
Elite Eight,Region 3,11,Region 3,9
Elite Eight,Region 3,2,Region 3,4
Elite Eight,Region 3,15,Region 3,4
Elite Eight,Region 3,7,Region 3,4
Elite Eight,Region 3,10,Region 3,4
Elite Eight,Region 3,3,Region 3,4
Elite Eight,Region 3,14,Region 3,4
Elite Eight,Region 3,6,Region 3,4
Elite Eight,Region 3,11,Region 3,4
Elite Eight,Region 3,2,Region 3,13
Elite Eight,Region 3,15,Region 3,13
Elite Eight,Region 3,7,Region 3,13
Elite Eight,Region 3,10,Region 3,13
Elite Eight,Region 3,3,Region 3,13
Elite Eight,Region 3,14,Region 3,13
Elite Eight,Region 3,6,Region 3,13
Elite Eight,Region 3,11,Region 3,13
Elite Eight,Region 3,2,Region 3,5
Elite Eight,Region 3,15,Region 3,5
Elite Eight,Region 3,7,Region 3,5
Elite Eight,Region 3,10,Region 3,5
Elite Eight,Region 3,3,Region 3,5
Elite Eight,Region 3,14,Region 3,5
Elite Eight,Region 3,6,Region 3,5
Elite Eight,Region 3,11,Region 3,5
Elite Eight,Region 3,2,Region 3,12
Elite Eight,Region 3,15,Region 3,12
Elite Eight,Region 3,7,Region 3,12
Elite Eight,Region 3,10,Region 3,12
Elite Eight,Region 3,3,Region 3,12
Elite Eight,Region 3,14,Region 3,12
Elite Eight,Region 3,6,Region 3,12
Elite Eight,Region 3,11,Region 3,12
Elite Eight,Region 4,2,Region 4,1
Elite Eight,Region 4,15,Region 4,1
Elite Eight,Region 4,7,Region 4,1
Elite Eight,Region 4,10,Region 4,1
Elite Eight,Region 4,3,Region 4,1
Elite Eight,Region 4,14,Region 4,1
Elite Eight,Region 4,6,Region 4,1
Elite Eight,Region 4,11,Region 4,1
Elite Eight,Region 4,2,Region 4,16
Elite Eight,Region 4,15,Region 4,16
Elite Eight,Region 4,7,Region 4,16
Elite Eight,Region 4,10,Region 4,16
Elite Eight,Region 4,3,Region 4,16
Elite Eight,Region 4,14,Region 4,16
Elite Eight,Region 4,6,Region 4,16
Elite Eight,Region 4,11,Region 4,16
Elite Eight,Region 4,2,Region 4,8
Elite Eight,Region 4,15,Region 4,8
Elite Eight,Region 4,7,Region 4,8
Elite Eight,Region 4,10,Region 4,8
Elite Eight,Region 4,3,Region 4,8
Elite Eight,Region 4,14,Region 4,8
Elite Eight,Region 4,6,Region 4,8
Elite Eight,Region 4,11,Region 4,8
Elite Eight,Region 4,2,Region 4,9
Elite Eight,Region 4,15,Region 4,9
Elite Eight,Region 4,7,Region 4,9
Elite Eight,Region 4,10,Region 4,9
Elite Eight,Region 4,3,Region 4,9
Elite Eight,Region 4,14,Region 4,9
Elite Eight,Region 4,6,Region 4,9
Elite Eight,Region 4,11,Region 4,9
Elite Eight,Region 4,2,Region 4,4
Elite Eight,Region 4,15,Region 4,4
Elite Eight,Region 4,7,Region 4,4
Elite Eight,Region 4,10,Region 4,4
Elite Eight,Region 4,3,Region 4,4
Elite Eight,Region 4,14,Region 4,4
Elite Eight,Region 4,6,Region 4,4
Elite Eight,Region 4,11,Region 4,4
Elite Eight,Region 4,2,Region 4,13
Elite Eight,Region 4,15,Region 4,13
Elite Eight,Region 4,7,Region 4,13
Elite Eight,Region 4,10,Region 4,13
Elite Eight,Region 4,3,Region 4,13
Elite Eight,Region 4,14,Region 4,13
Elite Eight,Region 4,6,Region 4,13
Elite Eight,Region 4,11,Region 4,13
Elite Eight,Region 4,2,Region 4,5
Elite Eight,Region 4,15,Region 4,5
Elite Eight,Region 4,7,Region 4,5
Elite Eight,Region 4,10,Region 4,5
Elite Eight,Region 4,3,Region 4,5
Elite Eight,Region 4,14,Region 4,5
Elite Eight,Region 4,6,Region 4,5
Elite Eight,Region 4,11,Region 4,5
Elite Eight,Region 4,2,Region 4,12
Elite Eight,Region 4,15,Region 4,12
Elite Eight,Region 4,7,Region 4,12
Elite Eight,Region 4,10,Region 4,12
Elite Eight,Region 4,3,Region 4,12
Elite Eight,Region 4,14,Region 4,12
Elite Eight,Region 4,6,Region 4,12
Elite Eight,Region 4,11,Region 4,12
Final Four,Region 1,1,Region 4,1
Final Four,Region 1,1,Region 4,2
Final Four,Region 1,1,Region 4,3
Final Four,Region 1,1,Region 4,4
Final Four,Region 1,1,Region 4,5
Final Four,Region 1,1,Region 4,6
Final Four,Region 1,1,Region 4,7
Final Four,Region 1,1,Region 4,8
Final Four,Region 1,1,Region 4,9
Final Four,Region 1,1,Region 4,10
Final Four,Region 1,1,Region 4,11
Final Four,Region 1,1,Region 4,12
Final Four,Region 1,1,Region 4,13
Final Four,Region 1,1,Region 4,14
Final Four,Region 1,1,Region 4,15
Final Four,Region 1,1,Region 4,16
Final Four,Region 1,2,Region 4,1
Final Four,Region 1,2,Region 4,2
Final Four,Region 1,2,Region 4,3
Final Four,Region 1,2,Region 4,4
Final Four,Region 1,2,Region 4,5
Final Four,Region 1,2,Region 4,6
Final Four,Region 1,2,Region 4,7
Final Four,Region 1,2,Region 4,8
Final Four,Region 1,2,Region 4,9
Final Four,Region 1,2,Region 4,10
Final Four,Region 1,2,Region 4,11
Final Four,Region 1,2,Region 4,12
Final Four,Region 1,2,Region 4,13
Final Four,Region 1,2,Region 4,14
Final Four,Region 1,2,Region 4,15
Final Four,Region 1,2,Region 4,16
Final Four,Region 1,3,Region 4,1
Final Four,Region 1,3,Region 4,2
Final Four,Region 1,3,Region 4,3
Final Four,Region 1,3,Region 4,4
Final Four,Region 1,3,Region 4,5
Final Four,Region 1,3,Region 4,6
Final Four,Region 1,3,Region 4,7
Final Four,Region 1,3,Region 4,8
Final Four,Region 1,3,Region 4,9
Final Four,Region 1,3,Region 4,10
Final Four,Region 1,3,Region 4,11
Final Four,Region 1,3,Region 4,12
Final Four,Region 1,3,Region 4,13
Final Four,Region 1,3,Region 4,14
Final Four,Region 1,3,Region 4,15
Final Four,Region 1,3,Region 4,16
Final Four,Region 1,4,Region 4,1
Final Four,Region 1,4,Region 4,2
Final Four,Region 1,4,Region 4,3
Final Four,Region 1,4,Region 4,4
Final Four,Region 1,4,Region 4,5
Final Four,Region 1,4,Region 4,6
Final Four,Region 1,4,Region 4,7
Final Four,Region 1,4,Region 4,8
Final Four,Region 1,4,Region 4,9
Final Four,Region 1,4,Region 4,10
Final Four,Region 1,4,Region 4,11
Final Four,Region 1,4,Region 4,12
Final Four,Region 1,4,Region 4,13
Final Four,Region 1,4,Region 4,14
Final Four,Region 1,4,Region 4,15
Final Four,Region 1,4,Region 4,16
Final Four,Region 1,5,Region 4,1
Final Four,Region 1,5,Region 4,2
Final Four,Region 1,5,Region 4,3
Final Four,Region 1,5,Region 4,4
Final Four,Region 1,5,Region 4,5
Final Four,Region 1,5,Region 4,6
Final Four,Region 1,5,Region 4,7
Final Four,Region 1,5,Region 4,8
Final Four,Region 1,5,Region 4,9
Final Four,Region 1,5,Region 4,10
Final Four,Region 1,5,Region 4,11
Final Four,Region 1,5,Region 4,12
Final Four,Region 1,5,Region 4,13
Final Four,Region 1,5,Region 4,14
Final Four,Region 1,5,Region 4,15
Final Four,Region 1,5,Region 4,16
Final Four,Region 1,6,Region 4,1
Final Four,Region 1,6,Region 4,2
Final Four,Region 1,6,Region 4,3
Final Four,Region 1,6,Region 4,4
Final Four,Region 1,6,Region 4,5
Final Four,Region 1,6,Region 4,6
Final Four,Region 1,6,Region 4,7
Final Four,Region 1,6,Region 4,8
Final Four,Region 1,6,Region 4,9
Final Four,Region 1,6,Region 4,10
Final Four,Region 1,6,Region 4,11
Final Four,Region 1,6,Region 4,12
Final Four,Region 1,6,Region 4,13
Final Four,Region 1,6,Region 4,14
Final Four,Region 1,6,Region 4,15
Final Four,Region 1,6,Region 4,16
Final Four,Region 1,7,Region 4,1
Final Four,Region 1,7,Region 4,2
Final Four,Region 1,7,Region 4,3
Final Four,Region 1,7,Region 4,4
Final Four,Region 1,7,Region 4,5
Final Four,Region 1,7,Region 4,6
Final Four,Region 1,7,Region 4,7
Final Four,Region 1,7,Region 4,8
Final Four,Region 1,7,Region 4,9
Final Four,Region 1,7,Region 4,10
Final Four,Region 1,7,Region 4,11
Final Four,Region 1,7,Region 4,12
Final Four,Region 1,7,Region 4,13
Final Four,Region 1,7,Region 4,14
Final Four,Region 1,7,Region 4,15
Final Four,Region 1,7,Region 4,16
Final Four,Region 1,8,Region 4,1
Final Four,Region 1,8,Region 4,2
Final Four,Region 1,8,Region 4,3
Final Four,Region 1,8,Region 4,4
Final Four,Region 1,8,Region 4,5
Final Four,Region 1,8,Region 4,6
Final Four,Region 1,8,Region 4,7
Final Four,Region 1,8,Region 4,8
Final Four,Region 1,8,Region 4,9
Final Four,Region 1,8,Region 4,10
Final Four,Region 1,8,Region 4,11
Final Four,Region 1,8,Region 4,12
Final Four,Region 1,8,Region 4,13
Final Four,Region 1,8,Region 4,14
Final Four,Region 1,8,Region 4,15
Final Four,Region 1,8,Region 4,16
Final Four,Region 1,9,Region 4,1
Final Four,Region 1,9,Region 4,2
Final Four,Region 1,9,Region 4,3
Final Four,Region 1,9,Region 4,4
Final Four,Region 1,9,Region 4,5
Final Four,Region 1,9,Region 4,6
Final Four,Region 1,9,Region 4,7
Final Four,Region 1,9,Region 4,8
Final Four,Region 1,9,Region 4,9
Final Four,Region 1,9,Region 4,10
Final Four,Region 1,9,Region 4,11
Final Four,Region 1,9,Region 4,12
Final Four,Region 1,9,Region 4,13
Final Four,Region 1,9,Region 4,14
Final Four,Region 1,9,Region 4,15
Final Four,Region 1,9,Region 4,16
Final Four,Region 1,10,Region 4,1
Final Four,Region 1,10,Region 4,2
Final Four,Region 1,10,Region 4,3
Final Four,Region 1,10,Region 4,4
Final Four,Region 1,10,Region 4,5
Final Four,Region 1,10,Region 4,6
Final Four,Region 1,10,Region 4,7
Final Four,Region 1,10,Region 4,8
Final Four,Region 1,10,Region 4,9
Final Four,Region 1,10,Region 4,10
Final Four,Region 1,10,Region 4,11
Final Four,Region 1,10,Region 4,12
Final Four,Region 1,10,Region 4,13
Final Four,Region 1,10,Region 4,14
Final Four,Region 1,10,Region 4,15
Final Four,Region 1,10,Region 4,16
Final Four,Region 1,11,Region 4,1
Final Four,Region 1,11,Region 4,2
Final Four,Region 1,11,Region 4,3
Final Four,Region 1,11,Region 4,4
Final Four,Region 1,11,Region 4,5
Final Four,Region 1,11,Region 4,6
Final Four,Region 1,11,Region 4,7
Final Four,Region 1,11,Region 4,8
Final Four,Region 1,11,Region 4,9
Final Four,Region 1,11,Region 4,10
Final Four,Region 1,11,Region 4,11
Final Four,Region 1,11,Region 4,12
Final Four,Region 1,11,Region 4,13
Final Four,Region 1,11,Region 4,14
Final Four,Region 1,11,Region 4,15
Final Four,Region 1,11,Region 4,16
Final Four,Region 1,12,Region 4,1
Final Four,Region 1,12,Region 4,2
Final Four,Region 1,12,Region 4,3
Final Four,Region 1,12,Region 4,4
Final Four,Region 1,12,Region 4,5
Final Four,Region 1,12,Region 4,6
Final Four,Region 1,12,Region 4,7
Final Four,Region 1,12,Region 4,8
Final Four,Region 1,12,Region 4,9
Final Four,Region 1,12,Region 4,10
Final Four,Region 1,12,Region 4,11
Final Four,Region 1,12,Region 4,12
Final Four,Region 1,12,Region 4,13
Final Four,Region 1,12,Region 4,14
Final Four,Region 1,12,Region 4,15
Final Four,Region 1,12,Region 4,16
Final Four,Region 1,13,Region 4,1
Final Four,Region 1,13,Region 4,2
Final Four,Region 1,13,Region 4,3
Final Four,Region 1,13,Region 4,4
Final Four,Region 1,13,Region 4,5
Final Four,Region 1,13,Region 4,6
Final Four,Region 1,13,Region 4,7
Final Four,Region 1,13,Region 4,8
Final Four,Region 1,13,Region 4,9
Final Four,Region 1,13,Region 4,10
Final Four,Region 1,13,Region 4,11
Final Four,Region 1,13,Region 4,12
Final Four,Region 1,13,Region 4,13
Final Four,Region 1,13,Region 4,14
Final Four,Region 1,13,Region 4,15
Final Four,Region 1,13,Region 4,16
Final Four,Region 1,14,Region 4,1
Final Four,Region 1,14,Region 4,2
Final Four,Region 1,14,Region 4,3
Final Four,Region 1,14,Region 4,4
Final Four,Region 1,14,Region 4,5
Final Four,Region 1,14,Region 4,6
Final Four,Region 1,14,Region 4,7
Final Four,Region 1,14,Region 4,8
Final Four,Region 1,14,Region 4,9
Final Four,Region 1,14,Region 4,10
Final Four,Region 1,14,Region 4,11
Final Four,Region 1,14,Region 4,12
Final Four,Region 1,14,Region 4,13
Final Four,Region 1,14,Region 4,14
Final Four,Region 1,14,Region 4,15
Final Four,Region 1,14,Region 4,16
Final Four,Region 1,15,Region 4,1
Final Four,Region 1,15,Region 4,2
Final Four,Region 1,15,Region 4,3
Final Four,Region 1,15,Region 4,4
Final Four,Region 1,15,Region 4,5
Final Four,Region 1,15,Region 4,6
Final Four,Region 1,15,Region 4,7
Final Four,Region 1,15,Region 4,8
Final Four,Region 1,15,Region 4,9
Final Four,Region 1,15,Region 4,10
Final Four,Region 1,15,Region 4,11
Final Four,Region 1,15,Region 4,12
Final Four,Region 1,15,Region 4,13
Final Four,Region 1,15,Region 4,14
Final Four,Region 1,15,Region 4,15
Final Four,Region 1,15,Region 4,16
Final Four,Region 1,16,Region 4,1
Final Four,Region 1,16,Region 4,2
Final Four,Region 1,16,Region 4,3
Final Four,Region 1,16,Region 4,4
Final Four,Region 1,16,Region 4,5
Final Four,Region 1,16,Region 4,6
Final Four,Region 1,16,Region 4,7
Final Four,Region 1,16,Region 4,8
Final Four,Region 1,16,Region 4,9
Final Four,Region 1,16,Region 4,10
Final Four,Region 1,16,Region 4,11
Final Four,Region 1,16,Region 4,12
Final Four,Region 1,16,Region 4,13
Final Four,Region 1,16,Region 4,14
Final Four,Region 1,16,Region 4,15
Final Four,Region 1,16,Region 4,16
Final Four,Region 2,1,Region 3,1
Final Four,Region 2,1,Region 3,2
Final Four,Region 2,1,Region 3,3
Final Four,Region 2,1,Region 3,4
Final Four,Region 2,1,Region 3,5
Final Four,Region 2,1,Region 3,6
Final Four,Region 2,1,Region 3,7
Final Four,Region 2,1,Region 3,8
Final Four,Region 2,1,Region 3,9
Final Four,Region 2,1,Region 3,10
Final Four,Region 2,1,Region 3,11
Final Four,Region 2,1,Region 3,12
Final Four,Region 2,1,Region 3,13
Final Four,Region 2,1,Region 3,14
Final Four,Region 2,1,Region 3,15
Final Four,Region 2,1,Region 3,16
Final Four,Region 2,2,Region 3,1
Final Four,Region 2,2,Region 3,2
Final Four,Region 2,2,Region 3,3
Final Four,Region 2,2,Region 3,4
Final Four,Region 2,2,Region 3,5
Final Four,Region 2,2,Region 3,6
Final Four,Region 2,2,Region 3,7
Final Four,Region 2,2,Region 3,8
Final Four,Region 2,2,Region 3,9
Final Four,Region 2,2,Region 3,10
Final Four,Region 2,2,Region 3,11
Final Four,Region 2,2,Region 3,12
Final Four,Region 2,2,Region 3,13
Final Four,Region 2,2,Region 3,14
Final Four,Region 2,2,Region 3,15
Final Four,Region 2,2,Region 3,16
Final Four,Region 2,3,Region 3,1
Final Four,Region 2,3,Region 3,2
Final Four,Region 2,3,Region 3,3
Final Four,Region 2,3,Region 3,4
Final Four,Region 2,3,Region 3,5
Final Four,Region 2,3,Region 3,6
Final Four,Region 2,3,Region 3,7
Final Four,Region 2,3,Region 3,8
Final Four,Region 2,3,Region 3,9
Final Four,Region 2,3,Region 3,10
Final Four,Region 2,3,Region 3,11
Final Four,Region 2,3,Region 3,12
Final Four,Region 2,3,Region 3,13
Final Four,Region 2,3,Region 3,14
Final Four,Region 2,3,Region 3,15
Final Four,Region 2,3,Region 3,16
Final Four,Region 2,4,Region 3,1
Final Four,Region 2,4,Region 3,2
Final Four,Region 2,4,Region 3,3
Final Four,Region 2,4,Region 3,4
Final Four,Region 2,4,Region 3,5
Final Four,Region 2,4,Region 3,6
Final Four,Region 2,4,Region 3,7
Final Four,Region 2,4,Region 3,8
Final Four,Region 2,4,Region 3,9
Final Four,Region 2,4,Region 3,10
Final Four,Region 2,4,Region 3,11
Final Four,Region 2,4,Region 3,12
Final Four,Region 2,4,Region 3,13
Final Four,Region 2,4,Region 3,14
Final Four,Region 2,4,Region 3,15
Final Four,Region 2,4,Region 3,16
Final Four,Region 2,5,Region 3,1
Final Four,Region 2,5,Region 3,2
Final Four,Region 2,5,Region 3,3
Final Four,Region 2,5,Region 3,4
Final Four,Region 2,5,Region 3,5
Final Four,Region 2,5,Region 3,6
Final Four,Region 2,5,Region 3,7
Final Four,Region 2,5,Region 3,8
Final Four,Region 2,5,Region 3,9
Final Four,Region 2,5,Region 3,10
Final Four,Region 2,5,Region 3,11
Final Four,Region 2,5,Region 3,12
Final Four,Region 2,5,Region 3,13
Final Four,Region 2,5,Region 3,14
Final Four,Region 2,5,Region 3,15
Final Four,Region 2,5,Region 3,16
Final Four,Region 2,6,Region 3,1
Final Four,Region 2,6,Region 3,2
Final Four,Region 2,6,Region 3,3
Final Four,Region 2,6,Region 3,4
Final Four,Region 2,6,Region 3,5
Final Four,Region 2,6,Region 3,6
Final Four,Region 2,6,Region 3,7
Final Four,Region 2,6,Region 3,8
Final Four,Region 2,6,Region 3,9
Final Four,Region 2,6,Region 3,10
Final Four,Region 2,6,Region 3,11
Final Four,Region 2,6,Region 3,12
Final Four,Region 2,6,Region 3,13
Final Four,Region 2,6,Region 3,14
Final Four,Region 2,6,Region 3,15
Final Four,Region 2,6,Region 3,16
Final Four,Region 2,7,Region 3,1
Final Four,Region 2,7,Region 3,2
Final Four,Region 2,7,Region 3,3
Final Four,Region 2,7,Region 3,4
Final Four,Region 2,7,Region 3,5
Final Four,Region 2,7,Region 3,6
Final Four,Region 2,7,Region 3,7
Final Four,Region 2,7,Region 3,8
Final Four,Region 2,7,Region 3,9
Final Four,Region 2,7,Region 3,10
Final Four,Region 2,7,Region 3,11
Final Four,Region 2,7,Region 3,12
Final Four,Region 2,7,Region 3,13
Final Four,Region 2,7,Region 3,14
Final Four,Region 2,7,Region 3,15
Final Four,Region 2,7,Region 3,16
Final Four,Region 2,8,Region 3,1
Final Four,Region 2,8,Region 3,2
Final Four,Region 2,8,Region 3,3
Final Four,Region 2,8,Region 3,4
Final Four,Region 2,8,Region 3,5
Final Four,Region 2,8,Region 3,6
Final Four,Region 2,8,Region 3,7
Final Four,Region 2,8,Region 3,8
Final Four,Region 2,8,Region 3,9
Final Four,Region 2,8,Region 3,10
Final Four,Region 2,8,Region 3,11
Final Four,Region 2,8,Region 3,12
Final Four,Region 2,8,Region 3,13
Final Four,Region 2,8,Region 3,14
Final Four,Region 2,8,Region 3,15
Final Four,Region 2,8,Region 3,16
Final Four,Region 2,9,Region 3,1
Final Four,Region 2,9,Region 3,2
Final Four,Region 2,9,Region 3,3
Final Four,Region 2,9,Region 3,4
Final Four,Region 2,9,Region 3,5
Final Four,Region 2,9,Region 3,6
Final Four,Region 2,9,Region 3,7
Final Four,Region 2,9,Region 3,8
Final Four,Region 2,9,Region 3,9
Final Four,Region 2,9,Region 3,10
Final Four,Region 2,9,Region 3,11
Final Four,Region 2,9,Region 3,12
Final Four,Region 2,9,Region 3,13
Final Four,Region 2,9,Region 3,14
Final Four,Region 2,9,Region 3,15
Final Four,Region 2,9,Region 3,16
Final Four,Region 2,10,Region 3,1
Final Four,Region 2,10,Region 3,2
Final Four,Region 2,10,Region 3,3
Final Four,Region 2,10,Region 3,4
Final Four,Region 2,10,Region 3,5
Final Four,Region 2,10,Region 3,6
Final Four,Region 2,10,Region 3,7
Final Four,Region 2,10,Region 3,8
Final Four,Region 2,10,Region 3,9
Final Four,Region 2,10,Region 3,10
Final Four,Region 2,10,Region 3,11
Final Four,Region 2,10,Region 3,12
Final Four,Region 2,10,Region 3,13
Final Four,Region 2,10,Region 3,14
Final Four,Region 2,10,Region 3,15
Final Four,Region 2,10,Region 3,16
Final Four,Region 2,11,Region 3,1
Final Four,Region 2,11,Region 3,2
Final Four,Region 2,11,Region 3,3
Final Four,Region 2,11,Region 3,4
Final Four,Region 2,11,Region 3,5
Final Four,Region 2,11,Region 3,6
Final Four,Region 2,11,Region 3,7
Final Four,Region 2,11,Region 3,8
Final Four,Region 2,11,Region 3,9
