torvik_id,year,rank,team,conf,games,record,adj_oe,adj_de,barthag,efg_pct,efgd_pct,tor,tord,orb_pct,drb_pct,ftr,ftrd,2p_pct,2pd_pct,3p_pct,3pd_pct,3pr,3prd,adj_tempo,wab
2023 Montana,2023,154,Montana,BSky,28,12–16,98.8,97.8,0.5294,48.6,47.3,19.7,15.8,25.8,26.6,27.3,19.6,45.2,47,36,31.8,38.1,34.9,69.9,-12.3
2023 Coastal Carolina,2023,214,Coastal Carolina,SB,28,12–16,94,99.1,0.3507,45.9,46,24.1,21.5,32.2,35.3,35.2,29.5,44.5,46,32.3,30.7,36.2,31.6,72.4,-12.3
2023 South Dakota,2023,233,South Dakota,Sum,28,12–16,93.6,100.2,0.3143,47.5,48.8,20.3,18.8,27.3,28.8,32.2,27.3,44.8,47.4,34.2,34.2,40.8,36,67.8,-12.9
2023 North Carolina Central,2023,309,North Carolina Central,MEAC,28,12–16,83.5,101.4,0.0972,42.7,44.3,26.3,26.1,30.8,38.6,35.9,37.8,41.9,46.4,29.7,26.6,28.2,31.2,77.2,-14
2024 Bethune Cookman,2024,258,Bethune Cookman,SWAC,28,12–16,82.5,92.9,0.2017,39.4,42.5,22.5,26.1,33.6,34.5,39.4,34.1,40,43.3,25,27,23.7,29,71.6,-14.3
2024 Furman,2024,267,Furman,SC,28,12–16,87,99.7,0.1729,43,46,24.5,19.7,36.3,30.4,31.2,24.1,42.9,47.4,28.8,28.6,32.6,32,70,-14.3
2021 Saint Peter's,2021,277,Saint Peter's,MAAC,28,13–15,82.6,98.1,0.121,37.7,46.8,21.6,26.6,36.8,30.7,25.8,31.9,36.1,46.9,27.9,30.9,28.7,30.4,71.8,-13.3
2022 Temple,2022,104,Temple,Amer,28,13–15,92,85.1,0.7117,41.1,41.3,25.6,22,34.9,34.2,30.9,28.9,42.7,40.5,24.2,29.2,26.5,26.4,70,-6.8
2022 North Dakota,2022,208,North Dakota,Sum,28,13–15,92.5,96.8,0.3706,44.2,44.9,21.4,17.6,30.6,31,26.5,26.6,43.5,43.6,31,31.7,24.6,33.3,71.1,-10.3
2022 Robert Morris,2022,253,Robert Morris,Horz,28,13–15,82.4,90.9,0.2443,42.8,46.1,23.3,26.4,26.4,31.7,21.1,31.2,41.9,47.2,29.6,29.6,34.6,36.8,66.4,-11.3
2023 Louisiana,2023,219,Louisiana,SB,28,13–15,82.6,87.5,0.342,39.4,44.3,23,27.5,32.2,31.7,33.9,35.4,39.5,44.2,26.1,29.6,26.3,34.3,65.5,-11.3
2023 UMBC,2023,276,UMBC,AE,28,13–15,89.4,102,0.1808,45.3,46.5,23.2,22.8,32.3,33.1,25,25.7,45.7,45.5,29.3,32.5,25.4,31.7,70.9,-13.2
2023 Southeast Missouri St.,2023,284,Southeast Missouri St.,OVC,28,13–15,81.4,94,0.1602,41.7,45.5,25.3,27.7,30.3,35.2,32.2,44.2,41.7,44.9,27.7,31.3,28.3,32,72.6,-11.9
2023 Wagner,2023,303,Wagner,NEC,28,13–15,84,100.2,0.1162,43.2,48.4,20.9,28.6,26.9,35.6,28.8,34.7,43.1,48.2,29.1,32.6,23.9,31.7,71.7,-13.1
2024 Northern Colorado,2024,198,Northern Colorado,BSky,28,13–15,91.4,95.5,0.3783,48.8,45.3,26,20.6,31.5,29.8,34.1,25.8,47.4,46.4,34.3,28.7,33.8,32.1,67.2,-12.4
2024 Georgia St.,2024,213,Georgia St.,SB,28,13–15,92.5,97.9,0.3428,44.7,45.9,21.2,22.8,31.3,35.2,30.5,32.5,44.6,44,29.9,33.1,31.5,34,71,-12.4
2024 Maryland Eastern Shore,2024,232,Maryland Eastern Shore,MEAC,28,13–15,86.1,93.3,0.2825,40.5,43.6,24.2,25.8,36.3,31.2,30.4,35.8,40.7,42.1,26.5,31.1,27.6,32.3,70,-12.4
2024 Bryant,2024,279,Bryant,AE,28,13–15,85.3,99.3,0.1492,45,45.2,24.4,20.1,28.5,29.3,29.9,23.9,44.3,45.1,31,30.3,34.4,32.7,68.3,-13.3
2024 North Carolina Central,2024,316,North Carolina Central,MEAC,28,13–15,78.6,95.7,0.0944,40.4,42.7,25.9,24.7,29.8,35.4,30.6,30.3,40.3,42.9,27,28.1,28.7,29.1,78,-12.6
2022 SMU,2022,111,SMU,Amer,28,14–14,90.8,84.7,0.6888,41.8,42.2,20.7,21.7,30.4,29.6,26.3,26.1,41.2,40.6,29.2,30.4,20.2,31.9,68.6,-6.7
2022 Ohio,2022,137,Ohio,MAC,28,14–14,98.5,94.7,0.6094,47.2,49,17.5,23.4,28.5,31.8,28.4,24,45.8,47.7,32.8,33.9,41.9,41.5,73.9,-8.6
2022 Western Michigan,2022,177,Western Michigan,MAC,28,14–14,88.1,88.6,0.4845,45.7,45.8,21.4,22.7,22.5,30.3,29,29,44.3,45.1,31.8,31.5,39.2,32.8,68.7,-8.5
2022 Eastern Illinois,2022,183,Eastern Illinois,OVC,28,14–14,92.5,94.2,0.4491,45.7,48.5,22.3,25.3,31.1,31.6,27,31.8,45,51.2,31.7,29.8,29.5,41.3,70.6,-9.5
2023 UC Davis,2023,165,UC Davis,BW,28,14–14,93.4,93.9,0.4844,47.5,44.3,22.5,20.1,27,26.5,23.3,35.6,47.3,40.9,31.8,34.7,44.2,30.5,69.4,-10.8
2023 Jacksonville St.,2023,205,Jacksonville St.,ASun,28,14–14,86.7,90.3,0.3832,41.3,45.3,18.3,23.4,29.2,24,29.4,29.7,40.1,45.2,29.2,30.3,34.1,28,67.8,-11
2025 Penn,2025,169,Penn,Ivy,28,15-13,93.5,94.4,0.4716,44.8,44.2,20.1,21.5,29.8,33.6,27.1,24.8,45.2,45.2,29.4,28.2,38,34.4,66.9,-8.1
2022 Army,2022,266,Army,Pat,28,15–13,88,98.6,0.2118,42.9,46.8,24.7,20.9,36.7,28.2,24.7,19.5,42.2,46.7,29.3,31.5,38.5,28.4,71,-11.2
2022 Coppin St.,2022,280,Coppin St.,MEAC,28,15–13,82.5,94.4,0.1758,40.5,41.5,20.7,21.8,26.9,31.1,35,26.5,41.1,40.8,26.2,28.8,34.3,28.9,72.7,-9.6
2023 Akron,2023,201,Akron,MAC,28,15–13,91.2,94.8,0.3885,48,45.1,22,18.3,22.9,28.1,33.1,22,49.1,46,30.8,28.8,36.8,33.5,71,-10.3
2024 Lipscomb,2024,195,Lipscomb,ASun,28,15–13,91.3,95.2,0.3827,45.2,44.4,20,19.4,27.4,29.6,30.6,23.9,45,43.3,30.3,31,36.9,34.6,70.8,-9.9
2022 North Texas,2022,102,North Texas,CUSA,28,16–12,95.6,88.2,0.715,45,43.9,21.3,23.2,32.7,30.2,33.4,27.4,44.7,44.7,30.4,27.9,29.3,27.1,69.7,-7.1
2022 Memphis,2022,132,Memphis,Amer,28,16–12,94.8,90.8,0.6203,42.5,42.7,23.5,20.4,37.6,32,33.3,27.8,40.8,42.6,31.2,28.6,29,28.4,67.2,-6.4
2022 La Salle,2022,161,La Salle,A10,28,16–12,94.1,93.2,0.5271,45.4,46.1,20.8,25.3,30.2,35.3,25.3,28.7,43.9,46,31.6,31,44.9,30.2,70.1,-7.7
2022 Southern Miss,2022,172,Southern Miss,CUSA,28,16–12,93.1,93.5,0.4875,45.9,43.5,23.6,22.2,36.3,33.9,30.4,31.2,45.7,44.4,31.4,27.9,17.4,36.2,69.7,-8.4
2022 Southern Utah,2022,194,Southern Utah,BSky,28,16–12,92.1,94.8,0.4178,45.7,44.9,21.3,18.7,33,27.8,32.7,25.7,44.4,45.1,32.4,29.7,29,33.1,69.9,-9.1
2023 SMU,2023,87,SMU,Amer,28,16–12,92.8,82.5,0.7966,44.4,42.5,23.1,23.2,33.6,28.4,26.1,25.3,45.1,40.5,28,31.2,22.9,32.1,68.1,-5.8
2023 Austin Peay,2023,176,Austin Peay,ASun,28,16–12,86.8,88.3,0.4527,46.4,42.8,26.1,24.2,28.3,29,35.2,33.6,45.9,44.5,32.2,26.2,24.4,32.8,66.3,-8.6
2024 Harvard,2024,89,Harvard,Ivy,28,16–12,101.7,90.8,0.7866,48.5,45,20.2,22.2,33.1,31.2,24.3,30.8,49.1,45.6,31.7,29.1,34.9,30.1,68.9,-6
2024 Southeastern Louisiana,2024,171,Southeastern Louisiana,Slnd,28,16–12,87.3,88.3,0.4675,42.3,41.4,19.7,23,25.9,27.5,31.4,34.7,42.5,40.7,27.8,28.5,21.5,34.4,67.8,-8
2024 East Tennessee St.,2024,173,East Tennessee St.,SC,28,16–12,89.9,91.4,0.4538,45.6,43.3,21.1,22.5,29.9,30.8,28.1,25.3,44.9,41.1,31.2,31.7,37.3,33.8,64.5,-10.1
2022 Nevada,2022,148,Nevada,MWC,28,17–11,93.9,92.3,0.5511,45,47.4,18.9,23.5,30.5,29.1,22.4,28.8,44.6,47.6,30.6,31.4,31.3,32.4,66.4,-7.2
2022 Austin Peay,2022,162,Austin Peay,OVC,28,17–11,93.9,93.2,0.5239,51.4,45.7,25.1,23.7,31.1,28,35,35,49.3,46.1,37.2,30,32.5,34.5,65.9,-8.1
2022 Idaho St.,2022,171,Idaho St.,BSky,28,17–11,91.6,92,0.4879,46.2,46.7,20.9,24.5,30.4,29.3,19.8,34.2,46.7,46.1,30.1,31.9,34.1,35.5,69.6,-6.2
2023 Harvard,2023,76,Harvard,Ivy,28,17–11,103.2,89.3,0.8402,50,47,21.6,26,31.9,32.1,23.5,26.9,48.3,45.1,35.4,33.8,34.1,33.7,69.1,-4.8
2023 Eastern Washington,2023,133,Eastern Washington,BSky,28,17–11,94.8,91.4,0.6056,46,44.9,17.4,22.1,26.4,28.9,25.6,27.1,44.6,43.7,32.6,31.8,32.8,30.1,70.8,-7.8
2023 Youngstown St.,2023,140,Youngstown St.,Horz,28,17–11,94.4,91.6,0.587,49.1,42.9,21.3,19.3,28.2,25.5,26.5,31.2,51.1,41.3,31.2,30.8,44.5,33.8,67.4,-8.8
2023 North Dakota St.,2023,186,North Dakota St.,Sum,28,17–11,94.5,97.2,0.4209,47.4,47.1,21.7,21.3,34.5,29.1,31.5,38.5,47.3,47.1,31.7,31.5,32.9,29.6,71,-8.2
2024 UNC Greensboro,2024,191,UNC Greensboro,SC,28,17–11,92.4,96.1,0.3891,43.7,43.3,20.2,20.5,37.5,31.3,26.4,28.8,44.1,43.3,28.4,29,27.3,26.6,65.3,-8.4
2022 Fordham,2022,72,Fordham,A10,28,18–10,95.6,82.5,0.8449,44.5,43,19.7,23.4,33.3,29.6,19.7,23.8,43.9,42.6,30.3,29.5,37.5,25.9,67.6,-2.3
2022 Tennessee Tech,2022,170,Tennessee Tech,OVC,28,18–10,96,96.4,0.4885,47.7,47.9,23.2,19.9,35.2,28.4,39.8,24.6,48.2,49.4,31,29,34.6,25.7,65.2,-5.1
2022 Tulane,2022,80,Tulane,Amer,28,19–9,105,92,0.8204,45.3,42.4,21,18.4,37.1,30.8,33.1,24.1,45.5,41.8,30.1,29.3,33.7,30.5,70.8,-1.2
2022 Howard,2022,263,Howard,MEAC,28,19–9,83.7,93.5,0.2169,40.9,39.8,23.5,25,35.9,32.5,36.7,34.1,42.2,39.5,25.1,26.9,30.1,33.5,72.7,-7.4
2023 Wofford,2023,167,Wofford,SC,28,19–9,98.7,99.4,0.4783,47.1,47.9,14.1,21.9,25.3,32.7,26.1,24.6,45.6,47.1,32.8,32.7,41.2,40.5,70.3,-5.9
2023 Southeastern Louisiana,2023,174,Southeastern Louisiana,Slnd,28,19–9,86.7,88,0.4585,44.1,44.5,19.5,26.1,27.9,27.1,27.7,27.3,43.9,40.9,29.8,34.3,23.8,33.5,66.5,-5.7
2024 Charleston,2024,170,Charleston,CAA,28,19–9,94,94.7,0.479,44.7,45.1,18.9,26.8,33.5,32.6,26.9,27,41.2,45.5,34.4,29.5,33,35.9,74,-7.1
2024 Grambling St.,2024,221,Grambling St.,SWAC,28,19–9,84.6,90.2,0.3241,41.2,42.9,25.3,26.8,35.3,32.9,34.9,34.7,40.9,41.3,28,30.8,26.3,32.9,74.8,-6.5
2022 Butler,2022,327,Butler,BE,28,1–27,82.5,103.5,0.0688,44.1,52.6,28.4,16.4,27.3,34.1,21.7,19.1,47.2,52.3,26.3,35.4,39.8,39.6,67.7,-19.3
2022 Detroit Mercy,2022,334,Detroit Mercy,Horz,28,1–27,78,99.4,0.0581,40.5,48.3,27.9,23.7,31.8,32.6,27.7,30.1,40.3,47.2,27.2,33.5,22.1,38.2,71.8,-24.3
2024 Xavier,2024,298,Xavier,BE,28,1–27,81.3,96.2,0.125,42,51.2,27.9,22.2,22.5,38.9,19.5,27.2,41.2,51.4,28.7,34,40.7,36,69,-19
2022 Northern Kentucky,2022,141,Northern Kentucky,Horz,28,20–8,93.6,91,0.5801,47,43.9,21.4,22.1,32,25.3,26,23.2,46.5,43.1,31.9,30.8,34.8,26.6,68.7,-5.4
2023 Eastern Illinois,2023,208,Eastern Illinois,OVC,28,20–8,89.7,93.6,0.3792,47.7,42.2,22.2,22,32.7,29.4,28.5,25.7,50,40,28.1,31,29.3,33.7,69.8,-7.2
2022 Michigan,2022,11,Michigan,B10,28,22–6,109,78.7,0.977,49.4,44.5,22.8,22.5,39.2,26.3,34.3,24,50,42.9,31.9,31.8,25.6,33.4,69,6.1
2022 Rhode Island,2022,67,Rhode Island,A10,28,22–6,96.1,82.1,0.8606,47.8,41.6,21.9,22.8,34.3,25.2,25.9,17.9,46.6,40.6,34,28.8,26.6,36.1,66.2,-0.8
2022 Columbia,2022,119,Columbia,Ivy,28,22–6,94.9,89.7,0.6564,47.8,41,24.4,20,35,29.2,29.5,24.6,48.2,39.7,31.5,29.3,41,31.4,72,-1.4
2023 UC Irvine,2023,125,UC Irvine,BW,28,22–6,90.1,85.2,0.6537,41.6,42.7,23.5,28.7,37.5,31.9,29.1,23.9,40.4,42.8,29.5,28.4,32.9,34.6,66.8,-3.8
2024 Lamar,2024,134,Lamar,Slnd,28,22–6,96.4,92.8,0.6084,45.3,43.8,20.7,24.3,36.7,26.1,30.8,33.3,46.8,44.3,27.5,28.4,26.7,29.3,66.7,-3.1
2024 Southern Indiana,2024,144,Southern Indiana,OVC,28,22–6,94.9,93.3,0.5508,50.8,42.1,22.4,20.3,29.8,28.6,27.5,28.3,49.7,40.9,35.2,29.2,35,38.5,70.5,-4.5
2022 Stony Brook,2022,131,Stony Brook,AE,28,23–5,93.5,89.5,0.6228,46.4,41.4,21.5,23.9,34.6,28.7,28.5,21.4,46.5,42.1,30.8,26.9,29.2,37,70.8,-2.7
2023 Princeton,2023,48,Princeton,Ivy,28,23–5,98.5,78.8,0.9284,46.4,41.6,19.7,27.9,35.9,27.2,26.9,25.3,46.1,41.2,31.5,28.4,27.3,31.9,65.6,1
2023 Columbia,2023,52,Columbia,Ivy,28,23–5,105.4,85.5,0.9172,51.1,43.1,21.6,23.9,38.9,27.2,32.4,24.7,49.5,42.2,35.6,30.1,39.5,31.2,72.7,0.5
2022 Princeton,2022,27,Princeton,Ivy,28,24–4,100.8,76.4,0.9606,46.5,39.5,19.7,28.5,37.5,26.8,24.2,27.6,44.1,39.2,34.9,26.7,29.3,34.4,67.6,1.5
2022 IU Indy,2022,64,IU Indy,Horz,28,24–4,102.1,86.5,0.8707,53,42.2,23.4,20.5,33.9,24.2,25.3,17.9,51.7,44.6,36.7,24.8,38.5,32.5,67.3,-0.45
2022 Liberty,2022,70,Liberty,ASun,28,24–4,99,85,0.853,49.4,39.6,24,20.1,39.4,23.9,27.8,29.5,50.8,39,30.7,27.2,30.6,35.8,64.2,-0.9
2022 UCF,2022,22,UCF,Amer,28,25–3,96.5,72.4,0.9647,44.3,39,24.5,30.7,39.8,32.1,28.4,22.6,43.5,35.4,31.6,30,19.9,37.9,64.7,5.1
2022 Florida Gulf Coast,2022,41,Florida Gulf Coast,ASun,28,26–2,105.4,85.3,0.9196,53,44.2,15.7,25.6,23.4,24.8,25,25.5,56.8,44.8,33.2,28.2,54.7,21.9,71.9,1.9
2022 UNC Wilmington,2022,337,UNC Wilmington,CAA,28,2–26,81.4,105.6,0.0475,40.7,51,25.6,23.7,30.8,39,23.5,29.8,38.8,50,30.5,35.3,27.2,32.1,65.9,-22.4
2022 Charleston Southern,2022,353,Charleston Southern,BSth,28,2–26,70.4,103.7,0.0116,40.2,46.9,30.3,19.4,22.8,35,21.9,29.1,40.3,48.5,26.7,29.1,35.4,34.4,71,-23.5
2023 Dartmouth,2023,312,Dartmouth,Ivy,28,2–26,81.8,99.7,0.0929,40.4,50.6,26.8,22.4,28.8,33.7,23.8,26.4,37.1,49.2,30.9,35.7,36.2,34,69.9,-20.6
2022 Florida Atlantic,2022,273,Florida Atlantic,CUSA,28,3–25,88,99.9,0.1888,42.2,46.7,23.4,18,28.7,34,28.6,24.1,43.4,46.8,26.7,31,35.6,31.4,66.1,-20.5
2024 Pepperdine,2024,328,Pepperdine,WCC,28,3–25,79.6,99.3,0.0731,40.2,48.8,29.6,20,32.9,36.5,23.3,29.9,42.9,47.4,22.2,34.6,27.7,31.1,68.5,-20.9
2025 UMass Lowell,2025,344,UMass Lowell,AE,28,45741,71.7,96.9,0.0305,39,46.6,26.2,22.6,24.7,32.8,24.3,33.6,40.1,47.4,22.8,30.1,18.5,34.7,66.9,-22.5
2025 Northeastern,2025,352,Northeastern,CAA,28,45741,76.7,107.3,0.0206,40.8,48.2,26.8,19.2,25.4,37.4,22.3,22.8,41.1,48.5,26.8,31.8,36.2,34.4,65.5,-22.9
2025 Niagara,2025,353,Niagara,MAAC,28,45741,73.5,103.1,0.0201,38.2,54.4,30.2,30.8,28.1,41.4,27.8,37,37.2,54,27.1,37,28.7,29.5,77,-22.2
2025 Arkansas Pine Bluff,2025,354,Arkansas Pine Bluff,SWAC,28,45741,73.6,104.6,0.0173,38.5,46.5,28.7,24.9,29.9,37.8,27.7,33.2,38.6,46.7,25.5,30.7,25.6,34,69.1,-22.4
2025 Portland St.,2025,304,Portland St.,BSky,28,45771,88,105.3,0.112,42.5,47.4,25,20.6,31.1,40.4,24.3,27.4,43.8,47.8,26.6,31.1,32.1,37.2,63.6,-21.2
2023 UNC Wilmington,2023,321,UNC Wilmington,CAA,28,4–24,78.8,97.1,0.0838,39.9,44.9,29.8,21,33.9,33.2,25.6,27.2,39.8,46.2,26.9,27.9,20.8,30.2,67.3,-21.6
2023 Utah Valley,2023,324,Utah Valley,WAC,28,4–24,80.6,100,0.0771,41.8,49.3,24.5,21.4,22.9,32.5,26.9,26.2,42.8,47.6,26.5,34.3,32,44.7,66,-21
2023 Nicholls St.,2023,354,Nicholls St.,Slnd,28,4–24,78.5,109,0.0223,42.2,48.3,24.7,19.9,25.5,36.5,26.6,25,40.2,48.2,31.3,32.4,30,36.3,71,-23
2024 Robert Morris,2024,335,Robert Morris,Horz,28,4–24,77.7,99.1,0.0576,39.8,48.4,23.5,22.9,25.8,31.6,21.1,39.9,41.8,47.3,24.2,33.6,35.9,35.2,68.1,-20.9
2024 Utah St.,2024,343,Utah St.,MWC,28,4–24,82.3,107.5,0.0444,41,50.5,26,18.3,26.1,35.4,32.7,26.6,40,50.3,28.8,33.9,31.7,38.5,70.6,-20.9
2022 Pacific,2022,221,Pacific,WCC,28,5–23,91.2,96.7,0.3385,44.3,49.7,21.9,21.1,26,33.9,28.7,31.3,42.7,48.5,31.8,34.6,31.2,34.7,76.7,-15.1
2022 Radford,2022,339,Radford,BSth,28,5–23,78.5,102.6,0.0441,44.5,46.8,28.4,19.1,27.1,31.2,22.3,30.3,43.5,46.8,31,31.3,35.7,26.8,70,-20.4
2023 Florida A&M,2023,340,Florida A&M,SWAC,28,5–23,79.1,101.4,0.0546,41.5,47.2,27.3,24.9,31.5,37.7,28.1,38.2,42.1,47.3,26.7,31.1,28.3,28.5,72.4,-19.7
2022 TCU,2022,146,TCU,B12,28,6–22,91.1,89.2,0.5599,41.7,49.1,23,19.9,24.5,29.5,29.6,24.6,41.8,46.7,27.7,36.1,33.3,32.2,71.6,-8.2
2022 East Tennessee St.,2022,333,East Tennessee St.,SC,28,6–22,79.5,101,0.0603,40.6,46.9,21.4,21.1,24,33.5,20.8,32.5,39.1,46.3,28.7,32.1,39,34,68.8,-18.9
2024 Eastern Michigan,2024,326,Eastern Michigan,MAC,28,6–22,78.9,98,0.0764,40.8,48.4,26.5,22.1,31.4,32,24.5,28,41.7,46.4,25.7,34.9,30.3,33.6,69.1,-19.4
2024 Texas Southern,2024,331,Texas Southern,SWAC,28,6–22,80.4,101,0.0674,39.3,45.1,27.8,21.2,31.5,37.1,28.9,31.5,40.2,45.4,25,29.6,35.1,25.6,72,-19.2
2024 Morgan St.,2024,337,Morgan St.,MEAC,28,6–22,76.3,97.5,0.0561,37.2,47,26.9,27,34.1,34.7,24,36.4,37.4,43.7,24.3,37.4,26.2,26,69.6,-18.1
2022 Eastern Washington,2022,282,Eastern Washington,BSky,28,7–21,80,91.8,0.1694,39.2,44.7,19.9,22.9,25.4,30.7,24.8,30.5,38.1,42.3,27.4,32.9,36.3,34.3,71.7,-18.1
2023 Bryant,2023,328,Bryant,AE,28,7–21,84,104.8,0.0728,42.5,46.8,23.1,21.2,30.5,35.3,24.6,24.5,40.9,45.3,30.4,33.3,33,32.2,68.3,-19.7
2024 Cal St. Bakersfield,2024,313,Cal St. Bakersfield,BW,28,7–21,85.4,103.1,0.1026,43.1,48.2,19.8,22.9,22.7,34.4,21.3,29.1,40.8,48.6,30.9,31.6,41.3,38.3,68.8,-19
2024 Longwood,2024,341,Longwood,BSth,28,7–21,78.3,100.9,0.0515,40.2,47.9,25,24.7,29,35.8,30,23.7,40,47.6,27.3,32.3,21.8,37.7,72.3,-19.2
2022 Denver,2022,264,Denver,Sum,28,8–20,90.1,100.9,0.2148,44.6,47.9,22,18.1,24.8,32.7,29.7,28,44.5,48.6,29.8,30.6,42.9,28.6,69.7,-14.4
2023 Arizona St.,2023,112,Arizona St.,P12,28,8–20,98.8,92,0.6939,39.7,48.9,17,20.8,29.7,35.4,29.9,29.8,38.5,47.6,28.5,34.5,27.7,30.2,71.4,-7.9
2023 Western Illinois,2023,296,Western Illinois,Sum,28,8–20,84.2,99.2,0.1319,41.7,48.4,20.4,23.5,23.4,32.5,35.7,34,40.3,47.4,29,33.2,43,40.8,73.9,-18
2023 New Orleans,2023,316,New Orleans,Slnd,28,8–20,81.3,99.4,0.0909,41.1,46.2,27.4,26,36.5,36.4,30.1,36.7,40.5,45.7,28.2,31.5,30.1,30.1,71.4,-18.8
2023 Stonehill,2023,329,Stonehill,NEC,28,8–20,86,108.2,0.0667,44.2,47.4,22.9,17.5,30.1,29.1,24.4,24.8,43.3,47.4,30.5,31.6,36.3,27.1,66.6,-19.1
2024 New Hampshire,2024,314,New Hampshire,AE,28,8–20,79.9,96.5,0.1021,40.2,48.4,25.8,27.6,35.2,30.6,21.7,29,39.1,47.9,28.7,32.7,27.9,42.9,67.1,-17.8
2022 Georgetown,2022,226,Georgetown,BE,28,9–19,86.5,92.6,0.3157,42.7,48.7,25.5,23.3,31,32.9,25.7,25.8,42.3,46.1,29,34.9,32,41.6,68.4,-11.6
2022 Seattle,2022,271,Seattle,WAC,28,9–19,86.3,97.5,0.1971,43.3,45.1,21.9,21.8,28,35.4,27.3,28.1,43,44,29.2,31.1,36.2,41.8,70.1,-16.4
2023 Idaho St.,2023,234,Idaho St.,BSky,28,9–19,83.2,89.2,0.3104,41.1,44.3,24.8,22.5,33.9,27.8,25.1,30.5,40.7,42.6,28.2,31.2,28.3,39.9,66.8,-15.5
2023 Robert Morris,2023,281,Robert Morris,Horz,28,9–19,79,90.5,0.1723,38.2,44.8,21.1,24,26.1,30.8,25.2,34.3,37.3,48.8,26.8,25.4,32.8,36.9,69.1,-15.6
2024 Loyola Marymount,2024,211,Loyola Marymount,WCC,28,9–19,91.8,97,0.3479,45.1,50.2,23.8,22.2,33.4,33,24.4,27.9,43,52.3,32.7,31,35.4,35.6,66.8,-13.9
2024 Kennesaw St.,2024,257,Kennesaw St.,ASun,28,9–19,84.1,94.7,0.2042,40.3,48.1,25.4,22.9,36.7,30.5,30.5,32.5,39.7,48.2,28.2,32,21,34.1,68.9,-15.4
2024 Northwestern St.,2024,264,Northwestern St.,Slnd,28,9–19,81.6,93,0.1833,40.8,42.4,25.5,19.6,28.1,28.2,31.3,32.1,39.5,42,29,28.9,32.3,30.9,68.5,-15.4
2024 Utah Valley,2024,299,Utah Valley,WAC,28,9–19,80.1,95.2,0.121,42.2,46.6,23.8,27.2,28.6,34.2,30.3,34.7,42.4,47,27.9,30.7,34.4,41.2,69.5,-17.3
2024 Tennessee St.,2024,318,Tennessee St.,OVC,28,9–19,79.9,97.6,0.0901,41.3,47.7,24.3,28.3,32.4,36.2,27.6,35.6,41.4,47.1,27.2,32.5,20.3,34.3,71.7,-17.9
2022 Loyola Marymount,2022,210,Loyola Marymount,WCC,29,10–19,87.7,91.8,0.3698,44.6,47.6,26.5,21.4,29,32.9,28.6,25.1,45.2,50.5,28.7,27.9,30.9,32.9,68.2,-11.8
2022 George Mason,2022,237,George Mason,A10,29,10–19,87,94.3,0.2838,40.9,46.3,22.6,20.9,27.3,30.5,31.2,25.7,40.6,46.1,27.8,31.3,32,34.4,70.2,-13.9
2022 Utah St.,2022,243,Utah St.,MWC,29,10–19,89.4,97.6,0.2687,44.1,48.2,22.5,19.3,30,33.8,26.6,23,44.3,47.4,29.1,33.2,35.2,32.5,74.6,-14
2022 Siena,2022,286,Siena,MAAC,29,10–19,80,92.8,0.1546,41.1,43,25.9,26.6,34.8,31.4,26,33.3,40.7,44.9,28.1,26.2,27.9,34.3,70.2,-17.5
2023 Pepperdine,2023,182,Pepperdine,WCC,29,10–19,91.7,93.8,0.4339,44.1,45.1,25.7,19.4,36.9,30.1,32,27.6,42.8,44.5,32,30.9,24.7,32.9,70.2,-14.7
2023 McNeese St.,2023,311,McNeese St.,Slnd,29,10–19,83,100.9,0.0964,44.5,44.8,27.8,20.8,30.2,34.8,37.6,32.7,45.3,44.1,28.4,30.8,28.8,31.1,74.5,-15.8
2023 St. Francis NY,2023,332,St. Francis NY,NEC,29,10–19,79.6,101.1,0.0602,42.6,46.2,25.8,19.8,30.3,31.8,29.8,22.4,41.9,43.1,29.3,34.6,33.2,34.6,67.6,-17.3
2023 Lafayette,2023,341,Lafayette,Pat,29,10–19,78.3,100.8,0.0517,41.4,46.4,21.7,21.7,24,33.8,20.8,20.4,42,47.7,26.7,29.4,30.5,36.4,67.8,-17.5
2023 UNC Asheville,2023,343,UNC Asheville,BSth,29,10–19,77.2,100.1,0.0477,39.9,46.5,25.5,23.5,28.2,33,27.9,28.9,41.2,48.9,25.2,28,37,34.4,70.1,-17
