year,team,region,seed,tier,overall,offense,defense,pct_round_2,pct_sweet_16,pct_elite_eight,pct_final_four,pct_championship,pct_champion,bracket_value
2026,Princeton,Region 2,9,D,4.57,5.43,2.43,0.2703,0.0021,0.0005,0.0001,0.0,0.0,0.28
2026,Virginia,Region 4,10,D,4.43,5.71,4.29,0.4238,0.0857,0.0168,0.0031,0.0006,0.0001,0.7
2026,Fairfield,Region 1,11,D,4.29,5.86,4.86,0.1563,0.0151,0.0037,0.0007,0.0002,0.0,0.21
2026,James Madison,Region 3,12,D,4.14,4.29,5.71,0.161,0.0333,0.0064,0.0014,0.0002,0.0,0.27
2026,South Dakota St.,Region 4,11,D,4.0,6.71,1.71,0.186,0.0291,0.0068,0.0015,0.0003,0.0001,0.29
2026,Clemson,Region 4,8,C,3.86,4.43,2.57,0.2344,0.0038,0.0008,0.0002,0.0,0.0,0.25
2026,Rhode Island,Region 3,11,D,3.71,3.29,3.14,0.2302,0.0196,0.0054,0.0011,0.0002,0.0,0.3
2026,Gonzaga,Region 2,12,D,3.57,6.86,1.57,0.1471,0.0138,0.0024,0.0004,0.0001,0.0,0.19
2026,Miami OH,Region 3,13,F,3.43,3.57,7.29,0.0468,0.0031,0.0007,0.0002,0.0,0.0,0.06
2026,Colorado St.,Region 4,12,D,3.29,2.14,5.14,0.0829,0.0057,0.001,0.0002,0.0,0.0,0.1
2026,Idaho,Region 4,13,F,3.14,2.71,4.0,0.0427,0.0046,0.0008,0.0001,0.0,0.0,0.06
2026,Murray St.,Region 1,12,D,3.0,5.14,1.0,0.0306,0.0019,0.0003,0.0001,0.0,0.0,0.04
2026,Green Bay,Region 2,13,F,2.86,2.29,3.0,0.0233,0.0018,0.0003,0.0001,0.0,0.0,0.03
2026,Vermont,Region 3,14,F,2.71,2.0,4.43,0.0231,0.0029,0.0009,0.0002,0.0,0.0,0.03
2026,Western Illinois,Region 1,13,F,2.57,2.86,1.14,0.0318,0.0011,0.0002,0.0,0.0,0.0,0.04
2026,Cal Baptist,Region 2,16,F,2.43,3.0,2.0,0.001,0.0001,0.0,0.0,0.0,0.0,0.0
2026,UC San Diego,Region 4,14,F,2.29,1.86,3.43,0.0189,0.0008,0.0002,0.0,0.0,0.0,0.02
2026,Fairleigh Dickinson,Region 4,15,F,2.14,3.43,2.86,0.0185,0.0013,0.0003,0.0001,0.0,0.0,0.02
2026,Charleston,Region 2,14,F,2.0,2.43,1.29,0.0148,0.0009,0.0002,0.0,0.0,0.0,0.02
2026,Jacksonville,Region 2,15,F,1.86,1.57,4.14,0.0015,0.0001,0.0,0.0,0.0,0.0,0.0
2026,Missouri St.,Region 3,16,F,1.71,1.71,4.71,0.0017,0.0001,0.0,0.0,0.0,0.0,0.0
2026,High Point,Region 1,15,F,1.57,2.57,2.14,0.0066,0.0002,0.0001,0.0,0.0,0.0,0.01
2026,UTSA,Region 1,16,F,1.43,1.43,5.57,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2026,Howard,Region 1,14,F,1.29,1.29,3.57,0.0095,0.0003,0.0001,0.0,0.0,0.0,0.01
2026,Holy Cross,Region 3,15,F,1.14,1.14,3.71,0.0039,0.0001,0.0,0.0,0.0,0.0,0.0
2026,Southern,Region 4,16,F,1.0,1.0,6.14,0.0004,0.0,0.0,0.0,0.0,0.0,0.0
