year,game_id,round,team_region,team_seed,team,opp_region,opp_seed,opponent,win_prob_raw,win_prob
2021,r3_r1_g02,Sweet 16,Region 1,10,UCF,Region 1,6,Oregon,0.20192360877990723,0.22691958040740168
2021,r3_r1_g02,Sweet 16,Region 1,10,UCF,Region 1,11,South Dakota,0.32312828302383423,0.34784800051947556
2021,r3_r2_g01,Sweet 16,Region 2,1,Connecticut,Region 2,4,Kentucky,0.748525857925415,0.8319721010455979
2021,r3_r2_g01,Sweet 16,Region 2,1,Connecticut,Region 2,13,Idaho St.,0.748525857925415,0.8103185536092115
2021,r3_r2_g01,Sweet 16,Region 2,1,Connecticut,Region 2,5,Iowa,0.6507971882820129,0.7887540957890401
2021,r3_r2_g01,Sweet 16,Region 2,1,Connecticut,Region 2,12,Central Michigan,0.748525857925415,0.8319721010455979
2021,r3_r2_g01,Sweet 16,Region 2,16,High Point,Region 2,4,Kentucky,0.27671876549720764,0.3129215846593711
2021,r3_r2_g01,Sweet 16,Region 2,16,High Point,Region 2,13,Idaho St.,0.2369358092546463,0.24723939726894145
2021,r3_r2_g01,Sweet 16,Region 2,16,High Point,Region 2,5,Iowa,0.1742979735136032,0.21124590421095993
2021,r3_r2_g01,Sweet 16,Region 2,16,High Point,Region 2,12,Central Michigan,0.20358730852603912,0.23828534961324035
2021,r3_r2_g01,Sweet 16,Region 2,8,Syracuse,Region 2,4,Kentucky,0.2004076987504959,0.21740971455368008
2021,r3_r2_g01,Sweet 16,Region 2,8,Syracuse,Region 2,13,Idaho St.,0.6075882911682129,0.687078415340629
2021,r3_r2_g01,Sweet 16,Region 2,8,Syracuse,Region 2,5,Iowa,0.1742979735136032,0.21124590421095993
2021,r3_r2_g01,Sweet 16,Region 2,8,Syracuse,Region 2,12,Central Michigan,0.6507971882820129,0.7617146503867597
2021,r3_r2_g01,Sweet 16,Region 2,9,South Dakota St.,Region 2,4,Kentucky,0.27671876549720764,0.2978785880711591
2021,r3_r2_g01,Sweet 16,Region 2,9,South Dakota St.,Region 2,13,Idaho St.,0.6522461771965027,0.7021214119288409
2021,r3_r2_g01,Sweet 16,Region 2,9,South Dakota St.,Region 2,5,Iowa,0.1742979735136032,0.21124590421095993
2021,r3_r2_g01,Sweet 16,Region 2,9,South Dakota St.,Region 2,12,Central Michigan,0.6507971882820129,0.7887540957890401
2021,r3_r2_g02,Sweet 16,Region 2,2,Baylor,Region 2,3,Tennessee,0.721389651298523,0.7527606027310585
2021,r3_r2_g02,Sweet 16,Region 2,2,Baylor,Region 2,14,Middle Tennessee,0.748525857925415,0.8103185536092115
2021,r3_r2_g02,Sweet 16,Region 2,2,Baylor,Region 2,6,Michigan,0.748525857925415,0.8319721010455979
2021,r3_r2_g02,Sweet 16,Region 2,2,Baylor,Region 2,11,Florida Gulf Coast,0.748525857925415,0.7300948874294758
2021,r3_r2_g02,Sweet 16,Region 2,15,Jackson St.,Region 2,3,Tennessee,0.20192360877990723,0.22691958040740168
2021,r3_r2_g02,Sweet 16,Region 2,15,Jackson St.,Region 2,14,Middle Tennessee,0.27608177065849304,0.31305735808562773
2021,r3_r2_g02,Sweet 16,Region 2,15,Jackson St.,Region 2,6,Michigan,0.2369358092546463,0.25618593727496314
2021,r3_r2_g02,Sweet 16,Region 2,15,Jackson St.,Region 2,11,Florida Gulf Coast,0.15117481350898743,0.168027898954402
2021,r3_r2_g02,Sweet 16,Region 2,7,Virginia Tech,Region 2,3,Tennessee,0.2369358092546463,0.25618593727496314
2021,r3_r2_g02,Sweet 16,Region 2,7,Virginia Tech,Region 2,14,Middle Tennessee,0.748525857925415,0.8319721010455979
2021,r3_r2_g02,Sweet 16,Region 2,7,Virginia Tech,Region 2,6,Michigan,0.2369358092546463,0.26689985605143846
2021,r3_r2_g02,Sweet 16,Region 2,7,Virginia Tech,Region 2,11,Florida Gulf Coast,0.5556214451789856,0.6348934595889707
2021,r3_r2_g02,Sweet 16,Region 2,10,Marquette,Region 2,3,Tennessee,0.2369358092546463,0.24723939726894145
2021,r3_r2_g02,Sweet 16,Region 2,10,Marquette,Region 2,14,Middle Tennessee,0.748525857925415,0.8103185536092115
2021,r3_r2_g02,Sweet 16,Region 2,10,Marquette,Region 2,6,Michigan,0.2369358092546463,0.24043127921215623
2021,r3_r2_g02,Sweet 16,Region 2,10,Marquette,Region 2,11,Florida Gulf Coast,0.6522461771965027,0.7021214119288409
2021,r3_r3_g01,Sweet 16,Region 3,1,North Carolina St.,Region 3,4,Indiana,0.671428382396698,0.8162238923196207
2021,r3_r3_g01,Sweet 16,Region 3,1,North Carolina St.,Region 3,13,VCU,0.748525857925415,0.8319721010455979
2021,r3_r3_g01,Sweet 16,Region 3,1,North Carolina St.,Region 3,5,Gonzaga,0.6075882911682129,0.800761512286102
2021,r3_r3_g01,Sweet 16,Region 3,1,North Carolina St.,Region 3,12,Belmont,0.6861820816993713,0.8194619111945441
2021,r3_r3_g01,Sweet 16,Region 3,16,North Carolina A&T,Region 3,4,Indiana,0.2369358092546463,0.24723939726894145
2021,r3_r3_g01,Sweet 16,Region 3,16,North Carolina A&T,Region 3,13,VCU,0.32312828302383423,0.3318198861802213
2021,r3_r3_g01,Sweet 16,Region 3,16,North Carolina A&T,Region 3,5,Gonzaga,0.2369358092546463,0.24723939726894145
2021,r3_r3_g01,Sweet 16,Region 3,16,North Carolina A&T,Region 3,12,Belmont,0.27440351247787476,0.28555849876890566
2021,r3_r3_g01,Sweet 16,Region 3,8,South Florida,Region 3,4,Indiana,0.2369358092546463,0.24723939726894145
2021,r3_r3_g01,Sweet 16,Region 3,8,South Florida,Region 3,13,VCU,0.721389651298523,0.7527606027310585
2021,r3_r3_g01,Sweet 16,Region 3,8,South Florida,Region 3,5,Gonzaga,0.2369358092546463,0.256571607681903
2021,r3_r3_g01,Sweet 16,Region 3,8,South Florida,Region 3,12,Belmont,0.721389651298523,0.7527606027310585
2021,r3_r3_g01,Sweet 16,Region 3,9,Washington St.,Region 3,4,Indiana,0.17521685361862183,0.1896814463907885
2021,r3_r3_g01,Sweet 16,Region 3,9,Washington St.,Region 3,13,VCU,0.6879229545593262,0.7438140627250368
2021,r3_r3_g01,Sweet 16,Region 3,9,Washington St.,Region 3,5,Gonzaga,0.15117481350898743,0.168027898954402
2021,r3_r3_g01,Sweet 16,Region 3,9,Washington St.,Region 3,12,Belmont,0.6075882911682129,0.687078415340629
2021,r3_r3_g02,Sweet 16,Region 3,2,Texas A&M,Region 3,3,Arizona,0.27608177065849304,0.31305735808562773
2021,r3_r3_g02,Sweet 16,Region 3,2,Texas A&M,Region 3,14,Stony Brook,0.721389651298523,0.7813054165790331
2021,r3_r3_g02,Sweet 16,Region 3,2,Texas A&M,Region 3,6,Rutgers,0.20312316715717316,0.32310701301692213
2021,r3_r3_g02,Sweet 16,Region 3,2,Texas A&M,Region 3,11,BYU,0.6075882911682129,0.7505612841604329
2021,r3_r3_g02,Sweet 16,Region 3,15,Troy,Region 3,3,Arizona,0.2369358092546463,0.25618593727496314
2021,r3_r3_g02,Sweet 16,Region 3,15,Troy,Region 3,14,Stony Brook,0.721389651298523,0.7527606027310585
2021,r3_r3_g02,Sweet 16,Region 3,15,Troy,Region 3,6,Rutgers,0.15117481350898743,0.17346501931747266
2021,r3_r3_g02,Sweet 16,Region 3,15,Troy,Region 3,11,BYU,0.17521685361862183,0.1896814463907885
2021,r3_r3_g02,Sweet 16,Region 3,7,Iowa St.,Region 3,3,Arizona,0.20192360877990723,0.22691958040740168
2021,r3_r3_g02,Sweet 16,Region 3,7,Iowa St.,Region 3,14,Stony Brook,0.721389651298523,0.7813054165790331
2021,r3_r3_g02,Sweet 16,Region 3,7,Iowa St.,Region 3,6,Rutgers,0.1729152798652649,0.23645368338138964
2021,r3_r3_g02,Sweet 16,Region 3,7,Iowa St.,Region 3,11,BYU,0.6075882911682129,0.7205681492434589
2021,r3_r3_g02,Sweet 16,Region 3,10,Michigan St.,Region 3,3,Arizona,0.2369358092546463,0.25618593727496314
2021,r3_r3_g02,Sweet 16,Region 3,10,Michigan St.,Region 3,14,Stony Brook,0.721389651298523,0.722756805933398
2021,r3_r3_g02,Sweet 16,Region 3,10,Michigan St.,Region 3,6,Rutgers,0.15117481350898743,0.18850385446296997
2021,r3_r3_g02,Sweet 16,Region 3,10,Michigan St.,Region 3,11,BYU,0.6075882911682129,0.687078415340629
2021,r3_r4_g01,Sweet 16,Region 4,1,South Carolina,Region 4,4,West Virginia,0.721389651298523,0.7813054165790331
2021,r3_r4_g01,Sweet 16,Region 4,1,South Carolina,Region 4,13,Lehigh,0.748525857925415,0.7595687207878438
2021,r3_r4_g01,Sweet 16,Region 4,1,South Carolina,Region 4,5,Georgia Tech,0.721389651298523,0.7813054165790331
2021,r3_r4_g01,Sweet 16,Region 4,1,South Carolina,Region 4,12,Stephen F. Austin,0.6522461771965027,0.7021214119288409
2021,r3_r4_g01,Sweet 16,Region 4,16,Mercer,Region 4,4,West Virginia,0.2369358092546463,0.25618593727496314
2021,r3_r4_g01,Sweet 16,Region 4,16,Mercer,Region 4,13,Lehigh,0.27440351247787476,0.28555849876890566
2021,r3_r4_g01,Sweet 16,Region 4,16,Mercer,Region 4,5,Georgia Tech,0.2369358092546463,0.25618593727496314
2021,r3_r4_g01,Sweet 16,Region 4,16,Mercer,Region 4,12,Stephen F. Austin,0.17521685361862183,0.1896814463907885
2021,r3_r4_g01,Sweet 16,Region 4,8,Oregon St.,Region 4,4,West Virginia,0.2356189638376236,0.34433634740022495
2021,r3_r4_g01,Sweet 16,Region 4,8,Oregon St.,Region 4,13,Lehigh,0.7203254699707031,0.8265349806825273
2021,r3_r4_g01,Sweet 16,Region 4,8,Oregon St.,Region 4,5,Georgia Tech,0.6879229545593262,0.8198364728617895
2021,r3_r4_g01,Sweet 16,Region 4,8,Oregon St.,Region 4,12,Stephen F. Austin,0.6075882911682129,0.7205681492434589
2021,r3_r4_g01,Sweet 16,Region 4,9,Florida St.,Region 4,4,West Virginia,0.17259067296981812,0.19305869299872033
2021,r3_r4_g01,Sweet 16,Region 4,9,Florida St.,Region 4,13,Lehigh,0.6879229545593262,0.7438140627250368
2021,r3_r4_g01,Sweet 16,Region 4,9,Florida St.,Region 4,5,Georgia Tech,0.2369358092546463,0.25618593727496314
2021,r3_r4_g01,Sweet 16,Region 4,9,Florida St.,Region 4,12,Stephen F. Austin,0.20312316715717316,0.22782644598940507
2021,r3_r4_g02,Sweet 16,Region 4,2,Maryland,Region 4,3,UCLA,0.602824866771698,0.6380968042834289
2021,r3_r4_g02,Sweet 16,Region 4,2,Maryland,Region 4,14,Wyoming,0.6507971882820129,0.81149614553703
2021,r3_r4_g02,Sweet 16,Region 4,2,Maryland,Region 4,6,Texas,0.7203254699707031,0.8265349806825273
2021,r3_r4_g02,Sweet 16,Region 4,2,Maryland,Region 4,11,Bradley,0.6507971882820129,0.81149614553703
2021,r3_r4_g02,Sweet 16,Region 4,15,Mount St. Mary's,Region 4,3,UCLA,0.20192360877990723,0.2375623276468103
2021,r3_r4_g02,Sweet 16,Region 4,15,Mount St. Mary's,Region 4,14,Wyoming,0.27440351247787476,0.29781162750379725
2021,r3_r4_g02,Sweet 16,Region 4,15,Mount St. Mary's,Region 4,6,Texas,0.27671876549720764,0.3129215846593711
2021,r3_r4_g02,Sweet 16,Region 4,15,Mount St. Mary's,Region 4,11,Bradley,0.20192360877990723,0.24943871583956712
2021,r3_r4_g02,Sweet 16,Region 4,7,Alabama,Region 4,3,UCLA,0.17259067296981812,0.2212193367203925
2021,r3_r4_g02,Sweet 16,Region 4,7,Alabama,Region 4,14,Wyoming,0.6075882911682129,0.7787806632796075
2021,r3_r4_g02,Sweet 16,Region 4,7,Alabama,Region 4,6,Texas,0.2356189638376236,0.2794318507565411
2021,r3_r4_g02,Sweet 16,Region 4,7,Alabama,Region 4,11,Bradley,0.6075882911682129,0.800761512286102
2021,r3_r4_g02,Sweet 16,Region 4,10,North Carolina,Region 4,3,UCLA,0.20192360877990723,0.21869458342096698
2021,r3_r4_g02,Sweet 16,Region 4,10,North Carolina,Region 4,14,Wyoming,0.6879229545593262,0.7730804195925983
2021,r3_r4_g02,Sweet 16,Region 4,10,North Carolina,Region 4,6,Texas,0.2356189638376236,0.24620359745048254
2021,r3_r4_g02,Sweet 16,Region 4,10,North Carolina,Region 4,11,Bradley,0.6879229545593262,0.7730804195925983
2021,r3_r1_g01,Sweet 16,Region 1,4,Arkansas,Region 1,1,Stanford,0.15117481350898743,0.17346501931747266
2021,r3_r1_g01,Sweet 16,Region 1,13,Wright St.,Region 1,1,Stanford,0.20150600373744965,0.21210446919616846
2021,r3_r1_g01,Sweet 16,Region 1,5,Missouri St.,Region 1,1,Stanford,0.15117481350898743,0.168027898954402
2021,r3_r1_g01,Sweet 16,Region 1,12,UC Davis,Region 1,1,Stanford,0.2369358092546463,0.24723939726894145
2021,r3_r1_g01,Sweet 16,Region 1,4,Arkansas,Region 1,16,Utah Valley,0.6522461771965027,0.7891244244317025
2021,r3_r1_g01,Sweet 16,Region 1,13,Wright St.,Region 1,16,Utah Valley,0.721389651298523,0.7527606027310585
2021,r3_r1_g01,Sweet 16,Region 1,5,Missouri St.,Region 1,16,Utah Valley,0.721389651298523,0.7527606027310585
2021,r3_r1_g01,Sweet 16,Region 1,12,UC Davis,Region 1,16,Utah Valley,0.721389651298523,0.8267465389593457
2021,r3_r1_g01,Sweet 16,Region 1,4,Arkansas,Region 1,8,Oklahoma St.,0.4486508369445801,0.5327323109512301
2021,r3_r1_g01,Sweet 16,Region 1,13,Wright St.,Region 1,8,Oklahoma St.,0.2369358092546463,0.24723939726894145
2021,r3_r1_g01,Sweet 16,Region 1,5,Missouri St.,Region 1,8,Oklahoma St.,0.32312828302383423,0.34784800051947556
2021,r3_r1_g01,Sweet 16,Region 1,12,UC Davis,Region 1,8,Oklahoma St.,0.2369358092546463,0.25618593727496314
2021,r3_r1_g01,Sweet 16,Region 1,4,Arkansas,Region 1,9,Wake Forest,0.6507971882820129,0.7887540957890401
2021,r3_r1_g01,Sweet 16,Region 1,13,Wright St.,Region 1,9,Wake Forest,0.2369358092546463,0.24723939726894145
2021,r3_r1_g01,Sweet 16,Region 1,5,Missouri St.,Region 1,9,Wake Forest,0.748525857925415,0.7595687207878438
2021,r3_r1_g01,Sweet 16,Region 1,12,UC Davis,Region 1,9,Wake Forest,0.27671876549720764,0.3129215846593711
2021,r3_r1_g02,Sweet 16,Region 1,3,Georgia,Region 1,2,Louisville,0.20150600373744965,0.21210446919616846
2021,r3_r1_g02,Sweet 16,Region 1,14,Drexel,Region 1,2,Louisville,0.17521685361862183,0.1896814463907885
2021,r3_r1_g02,Sweet 16,Region 1,6,Oregon,Region 1,2,Louisville,0.3418983519077301,0.3453703424117769
2021,r3_r1_g02,Sweet 16,Region 1,11,South Dakota,Region 1,2,Louisville,0.15117481350898743,0.17325346104065437
2021,r3_r1_g02,Sweet 16,Region 1,3,Georgia,Region 1,15,Marist,0.721389651298523,0.7527606027310585
2021,r3_r1_g02,Sweet 16,Region 1,14,Drexel,Region 1,15,Marist,0.2369358092546463,0.24723939726894145
2021,r3_r1_g02,Sweet 16,Region 1,6,Oregon,Region 1,15,Marist,0.6879229545593262,0.7438140627250368
2021,r3_r1_g02,Sweet 16,Region 1,11,South Dakota,Region 1,15,Marist,0.6879229545593262,0.7438140627250368
2021,r3_r1_g02,Sweet 16,Region 1,3,Georgia,Region 1,7,Northwestern,0.7062769532203674,0.8236929243429921
2021,r3_r1_g02,Sweet 16,Region 1,14,Drexel,Region 1,7,Northwestern,0.2369358092546463,0.24723939726894145
2021,r3_r1_g02,Sweet 16,Region 1,6,Oregon,Region 1,7,Northwestern,0.748525857925415,0.8319721010455979
2021,r3_r1_g02,Sweet 16,Region 1,11,South Dakota,Region 1,7,Northwestern,0.27671876549720764,0.3129215846593711
2021,r3_r1_g02,Sweet 16,Region 1,3,Georgia,Region 1,10,UCF,0.721389651298523,0.7527606027310585
2021,r3_r1_g02,Sweet 16,Region 1,14,Drexel,Region 1,10,UCF,0.2369358092546463,0.24723939726894145
2021,r3_r1_g02,Sweet 16,Region 1,6,Oregon,Region 1,10,UCF,0.6879229545593262,0.7730804195925983
2021,r3_r1_g02,Sweet 16,Region 1,11,South Dakota,Region 1,10,UCF,0.6058070063591003,0.6521519994805244
2021,r3_r2_g01,Sweet 16,Region 2,4,Kentucky,Region 2,1,Connecticut,0.15117481350898743,0.168027898954402
2021,r3_r2_g01,Sweet 16,Region 2,13,Idaho St.,Region 2,1,Connecticut,0.17521685361862183,0.1896814463907885
2021,r3_r2_g01,Sweet 16,Region 2,5,Iowa,Region 2,1,Connecticut,0.1742979735136032,0.21124590421095993
2021,r3_r2_g01,Sweet 16,Region 2,12,Central Michigan,Region 2,1,Connecticut,0.15117481350898743,0.168027898954402
2021,r3_r2_g01,Sweet 16,Region 2,4,Kentucky,Region 2,16,High Point,0.6075882911682129,0.687078415340629
2021,r3_r2_g01,Sweet 16,Region 2,13,Idaho St.,Region 2,16,High Point,0.721389651298523,0.7527606027310585
2021,r3_r2_g01,Sweet 16,Region 2,5,Iowa,Region 2,16,High Point,0.6507971882820129,0.7887540957890401
2021,r3_r2_g01,Sweet 16,Region 2,12,Central Michigan,Region 2,16,High Point,0.6507971882820129,0.7617146503867597
2021,r3_r2_g01,Sweet 16,Region 2,4,Kentucky,Region 2,8,Syracuse,0.721389651298523,0.7825902854463199
2021,r3_r2_g01,Sweet 16,Region 2,13,Idaho St.,Region 2,8,Syracuse,0.27671876549720764,0.3129215846593711
2021,r3_r2_g01,Sweet 16,Region 2,5,Iowa,Region 2,8,Syracuse,0.6507971882820129,0.7887540957890401
2021,r3_r2_g01,Sweet 16,Region 2,12,Central Michigan,Region 2,8,Syracuse,0.20358730852603912,0.23828534961324035
2021,r3_r2_g01,Sweet 16,Region 2,4,Kentucky,Region 2,9,South Dakota St.,0.6522461771965027,0.7021214119288409
2021,r3_r2_g01,Sweet 16,Region 2,13,Idaho St.,Region 2,9,South Dakota St.,0.27671876549720764,0.2978785880711591
2021,r3_r2_g01,Sweet 16,Region 2,5,Iowa,Region 2,9,South Dakota St.,0.6507971882820129,0.7887540957890401
2021,r3_r2_g01,Sweet 16,Region 2,12,Central Michigan,Region 2,9,South Dakota St.,0.1742979735136032,0.21124590421095993
2021,r3_r2_g02,Sweet 16,Region 2,3,Tennessee,Region 2,2,Baylor,0.2369358092546463,0.24723939726894145
2021,r3_r2_g02,Sweet 16,Region 2,14,Middle Tennessee,Region 2,2,Baylor,0.17521685361862183,0.1896814463907885
2021,r3_r2_g02,Sweet 16,Region 2,6,Michigan,Region 2,2,Baylor,0.15117481350898743,0.168027898954402
2021,r3_r2_g02,Sweet 16,Region 2,11,Florida Gulf Coast,Region 2,2,Baylor,0.27671876549720764,0.2699051125705242
2021,r3_r2_g02,Sweet 16,Region 2,3,Tennessee,Region 2,15,Jackson St.,0.6879229545593262,0.7730804195925983
2021,r3_r2_g02,Sweet 16,Region 2,14,Middle Tennessee,Region 2,15,Jackson St.,0.6058070063591003,0.6869426419143723
2021,r3_r2_g02,Sweet 16,Region 2,6,Michigan,Region 2,15,Jackson St.,0.6879229545593262,0.7438140627250368
2021,r3_r2_g02,Sweet 16,Region 2,11,Florida Gulf Coast,Region 2,15,Jackson St.,0.748525857925415,0.8319721010455979
2021,r3_r2_g02,Sweet 16,Region 2,3,Tennessee,Region 2,7,Virginia Tech,0.6879229545593262,0.7438140627250368
2021,r3_r2_g02,Sweet 16,Region 2,14,Middle Tennessee,Region 2,7,Virginia Tech,0.15117481350898743,0.168027898954402
2021,r3_r2_g02,Sweet 16,Region 2,6,Michigan,Region 2,7,Virginia Tech,0.6507971882820129,0.7331001439485616
2021,r3_r2_g02,Sweet 16,Region 2,11,Florida Gulf Coast,Region 2,7,Virginia Tech,0.3195197880268097,0.3651065404110293
2021,r3_r2_g02,Sweet 16,Region 2,3,Tennessee,Region 2,10,Marquette,0.721389651298523,0.7527606027310585
2021,r3_r2_g02,Sweet 16,Region 2,14,Middle Tennessee,Region 2,10,Marquette,0.17521685361862183,0.1896814463907885
2021,r3_r2_g02,Sweet 16,Region 2,6,Michigan,Region 2,10,Marquette,0.748525857925415,0.7595687207878438
2021,r3_r2_g02,Sweet 16,Region 2,11,Florida Gulf Coast,Region 2,10,Marquette,0.27671876549720764,0.2978785880711591
2021,r3_r3_g01,Sweet 16,Region 3,4,Indiana,Region 3,1,North Carolina St.,0.15117481350898743,0.18377610768037933
2021,r3_r3_g01,Sweet 16,Region 3,13,VCU,Region 3,1,North Carolina St.,0.15117481350898743,0.168027898954402
2021,r3_r3_g01,Sweet 16,Region 3,5,Gonzaga,Region 3,1,North Carolina St.,0.15117481350898743,0.19923848771389793
2021,r3_r3_g01,Sweet 16,Region 3,12,Belmont,Region 3,1,North Carolina St.,0.15117481350898743,0.1805380888054558
2021,r3_r3_g01,Sweet 16,Region 3,4,Indiana,Region 3,16,North Carolina A&T,0.721389651298523,0.7527606027310585
2021,r3_r3_g01,Sweet 16,Region 3,13,VCU,Region 3,16,North Carolina A&T,0.6506779789924622,0.6681801138197787
2021,r3_r3_g01,Sweet 16,Region 3,5,Gonzaga,Region 3,16,North Carolina A&T,0.721389651298523,0.7527606027310585
2021,r3_r3_g01,Sweet 16,Region 3,12,Belmont,Region 3,16,North Carolina A&T,0.686532735824585,0.7144415012310944
2021,r3_r3_g01,Sweet 16,Region 3,4,Indiana,Region 3,8,South Florida,0.721389651298523,0.7527606027310585
2021,r3_r3_g01,Sweet 16,Region 3,13,VCU,Region 3,8,South Florida,0.2369358092546463,0.24723939726894145
2021,r3_r3_g01,Sweet 16,Region 3,5,Gonzaga,Region 3,8,South Florida,0.686532735824585,0.743428392318097
2021,r3_r3_g01,Sweet 16,Region 3,12,Belmont,Region 3,8,South Florida,0.2369358092546463,0.24723939726894145
2021,r3_r3_g01,Sweet 16,Region 3,4,Indiana,Region 3,9,Washington St.,0.748525857925415,0.8103185536092115
2021,r3_r3_g01,Sweet 16,Region 3,13,VCU,Region 3,9,Washington St.,0.2369358092546463,0.25618593727496314
2021,r3_r3_g01,Sweet 16,Region 3,5,Gonzaga,Region 3,9,Washington St.,0.748525857925415,0.8319721010455979
2021,r3_r3_g01,Sweet 16,Region 3,12,Belmont,Region 3,9,Washington St.,0.27671876549720764,0.3129215846593711
2021,r3_r3_g02,Sweet 16,Region 3,3,Arizona,Region 3,2,Texas A&M,0.6058070063591003,0.6869426419143723
2021,r3_r3_g02,Sweet 16,Region 3,14,Stony Brook,Region 3,2,Texas A&M,0.20192360877990723,0.21869458342096698
2021,r3_r3_g02,Sweet 16,Region 3,6,Rutgers,Region 3,2,Texas A&M,0.42553284764289856,0.6768929869830779
2021,r3_r3_g02,Sweet 16,Region 3,11,BYU,Region 3,2,Texas A&M,0.20192360877990723,0.24943871583956712
2021,r3_r3_g02,Sweet 16,Region 3,3,Arizona,Region 3,15,Troy,0.6879229545593262,0.7438140627250368
2021,r3_r3_g02,Sweet 16,Region 3,14,Stony Brook,Region 3,15,Troy,0.2369358092546463,0.24723939726894145
2021,r3_r3_g02,Sweet 16,Region 3,6,Rutgers,Region 3,15,Troy,0.7203254699707031,0.8265349806825273
2021,r3_r3_g02,Sweet 16,Region 3,11,BYU,Region 3,15,Troy,0.748525857925415,0.8103185536092115
2021,r3_r3_g02,Sweet 16,Region 3,3,Arizona,Region 3,7,Iowa St.,0.6879229545593262,0.7730804195925983
2021,r3_r3_g02,Sweet 16,Region 3,14,Stony Brook,Region 3,7,Iowa St.,0.20192360877990723,0.21869458342096698
2021,r3_r3_g02,Sweet 16,Region 3,6,Rutgers,Region 3,7,Iowa St.,0.5583707690238953,0.7635463166186104
2021,r3_r3_g02,Sweet 16,Region 3,11,BYU,Region 3,7,Iowa St.,0.2356189638376236,0.2794318507565411
2021,r3_r3_g02,Sweet 16,Region 3,3,Arizona,Region 3,10,Michigan St.,0.6879229545593262,0.7438140627250368
2021,r3_r3_g02,Sweet 16,Region 3,14,Stony Brook,Region 3,10,Michigan St.,0.27671876549720764,0.27724319406660203
2021,r3_r3_g02,Sweet 16,Region 3,6,Rutgers,Region 3,10,Michigan St.,0.6507971882820129,0.81149614553703
2021,r3_r3_g02,Sweet 16,Region 3,11,BYU,Region 3,10,Michigan St.,0.27671876549720764,0.3129215846593711
2021,r3_r4_g01,Sweet 16,Region 4,4,West Virginia,Region 4,1,South Carolina,0.20192360877990723,0.21869458342096698
2021,r3_r4_g01,Sweet 16,Region 4,13,Lehigh,Region 4,1,South Carolina,0.2369358092546463,0.24043127921215623
2021,r3_r4_g01,Sweet 16,Region 4,5,Georgia Tech,Region 4,1,South Carolina,0.20192360877990723,0.21869458342096698
2021,r3_r4_g01,Sweet 16,Region 4,12,Stephen F. Austin,Region 4,1,South Carolina,0.27671876549720764,0.2978785880711591
2021,r3_r4_g01,Sweet 16,Region 4,4,West Virginia,Region 4,16,Mercer,0.6879229545593262,0.7438140627250368
2021,r3_r4_g01,Sweet 16,Region 4,13,Lehigh,Region 4,16,Mercer,0.686532735824585,0.7144415012310944
2021,r3_r4_g01,Sweet 16,Region 4,5,Georgia Tech,Region 4,16,Mercer,0.6879229545593262,0.7438140627250368
