game_id,side,id,year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,high_bracket_score,low_bracket_score,point_diff,point_total,win
20244415b,b,4415,2024,Region 4,Elite Eight,6,2024 Clemson,4,2024 Alabama,82,89,-7,171,0
20245516b,b,5516,2024,Final Four,Final Four,4,2024 Alabama,1,2024 Connecticut,72,86,-14,158,0
20245517b,b,5517,2024,Final Four,Final Four,1,2024 Purdue,11,2024 NC St.,63,50,13,113,1
20245618b,b,5618,2024,Final Four,Championship,1,2024 Purdue,1,2024 Connecticut,60,75,-15,135,0
20251101b,b,1101,2025,Region 1,First Round,16,2025 Alabama St.,1,2025 Auburn,63,83,-20,146,0
20251102b,b,1102,2025,Region 1,First Round,9,2025 Creighton,8,2025 Louisville,89,75,14,164,1
20251103b,b,1103,2025,Region 1,First Round,12,2025 UC San Diego,5,2025 Michigan,65,68,-3,133,0
20251104b,b,1104,2025,Region 1,First Round,13,2025 Yale,4,2025 Texas A&M,71,80,-9,151,0
20251105b,b,1105,2025,Region 1,First Round,11,2025 North Carolina,6,2025 Mississippi,64,71,-7,135,0
20251106b,b,1106,2025,Region 1,First Round,14,2025 Lipscomb,3,2025 Iowa St.,55,82,-27,137,0
20251107b,b,1107,2025,Region 1,First Round,10,2025 New Mexico,7,2025 Marquette,75,66,9,141,1
20251108b,b,1108,2025,Region 1,First Round,15,2025 Bryant,2,2025 Michigan St.,62,87,-25,149,0
20251201b,b,1201,2025,Region 2,First Round,16,2025 Mount St. Mary's,1,2025 Duke,49,93,-44,142,0
20251202b,b,1202,2025,Region 2,First Round,9,2025 Baylor,8,2025 Mississippi St.,75,72,3,147,1
20251203b,b,1203,2025,Region 2,First Round,12,2025 Liberty,5,2025 Oregon,52,81,-29,133,0
20251204b,b,1204,2025,Region 2,First Round,13,2025 Akron,4,2025 Arizona,65,93,-28,158,0
20251205b,b,1205,2025,Region 2,First Round,11,2025 VCU,6,2025 BYU,71,80,-9,151,0
20251206b,b,1206,2025,Region 2,First Round,14,2025 Montana,3,2025 Wisconsin,66,85,-19,151,0
20251207b,b,1207,2025,Region 2,First Round,10,2025 Vanderbilt,7,2025 Saint Mary's,56,59,-3,115,0
20251208b,b,1208,2025,Region 2,First Round,15,2025 Robert Morris,2,2025 Alabama,81,90,-9,171,0
20251301b,b,1301,2025,Region 3,First Round,16,2025 SIU Edwardsville,1,2025 Houston,40,78,-38,118,0
20251302b,b,1302,2025,Region 3,First Round,9,2025 Georgia,8,2025 Gonzaga,68,89,-21,157,0
20251303b,b,1303,2025,Region 3,First Round,12,2025 McNeese,5,2025 Clemson,69,67,2,136,1
20251304b,b,1304,2025,Region 3,First Round,13,2025 High Point,4,2025 Purdue,63,75,-12,138,0
20251305b,b,1305,2025,Region 3,First Round,11,2025 Xavier,6,2025 Illinois,73,86,-13,159,0
20251306b,b,1306,2025,Region 3,First Round,14,2025 Troy,3,2025 Kentucky,57,76,-19,133,0
20251307b,b,1307,2025,Region 3,First Round,10,2025 Utah St.,7,2025 UCLA,47,72,-25,119,0
20251308b,b,1308,2025,Region 3,First Round,15,2025 Wofford,2,2025 Tennessee,62,77,-15,139,0
20251401b,b,1401,2025,Region 4,First Round,16,2025 Norfolk St.,1,2025 Florida,69,95,-26,164,0
20251402b,b,1402,2025,Region 4,First Round,9,2025 Oklahoma,8,2025 Connecticut,59,67,-8,126,0
20251403b,b,1403,2025,Region 4,First Round,12,2025 Colorado St.,5,2025 Memphis,78,70,8,148,1
20251404b,b,1404,2025,Region 4,First Round,13,2025 Grand Canyon,4,2025 Maryland,49,81,-32,130,0
20251405b,b,1405,2025,Region 4,First Round,11,2025 Drake,6,2025 Missouri,67,57,10,124,1
20251406b,b,1406,2025,Region 4,First Round,14,2025 UNC Wilmington,3,2025 Texas Tech,72,82,-10,154,0
20251407b,b,1407,2025,Region 4,First Round,10,2025 Arkansas,7,2025 Kansas,79,72,7,151,1
20251408b,b,1408,2025,Region 4,First Round,15,2025 Nebraska Omaha,2,2025 St. John's,53,83,-30,136,0
20252109b,b,2109,2025,Region 1,Second Round,9,2025 Creighton,1,2025 Auburn,70,82,-12,152,0
20252110b,b,2110,2025,Region 1,Second Round,4,2025 Texas A&M,5,2025 Michigan,79,91,-12,170,0
20252111b,b,2111,2025,Region 1,Second Round,3,2025 Iowa St.,6,2025 Mississippi,78,91,-13,169,0
20252112b,b,2112,2025,Region 1,Second Round,2,2025 Michigan St.,10,2025 New Mexico,71,63,8,134,1
20252209b,b,2209,2025,Region 2,Second Round,9,2025 Baylor,1,2025 Duke,66,89,-23,155,0
20252210b,b,2210,2025,Region 2,Second Round,4,2025 Arizona,5,2025 Oregon,87,83,4,170,1
20252211b,b,2211,2025,Region 2,Second Round,3,2025 Wisconsin,6,2025 BYU,89,91,-2,180,0
20252212b,b,2212,2025,Region 2,Second Round,2,2025 Alabama,7,2025 BYU,80,66,14,146,1
20252309b,b,2309,2025,Region 3,Second Round,8,2025 Gonzaga,1,2025 Houston,76,81,-5,157,0
20252310b,b,2310,2025,Region 3,Second Round,4,2025 Purdue,12,2025 McNeese,76,62,14,138,1
20252311b,b,2311,2025,Region 3,Second Round,3,2025 Kentucky,6,2025 Illinois,84,75,9,159,1
20252312b,b,2312,2025,Region 3,Second Round,2,2025 Tennessee,7,2025 UCLA,67,58,9,125,1
20252409b,b,2409,2025,Region 4,Second Round,8,2025 Connecticut,1,2025 Florida,75,77,-2,152,0
20252410b,b,2410,2025,Region 4,Second Round,4,2025 Maryland,12,2025 Colorado St.,72,71,1,143,1
20252411b,b,2411,2025,Region 4,Second Round,3,2025 Texas Tech,11,2025 Drake,77,64,13,141,1
20252412b,b,2412,2025,Region 4,Second Round,2,2025 St. John's,10,2025 Arkansas,66,75,-9,141,0
20253113b,b,3113,2025,Region 1,Sweet 16,5,Michigan,1,2025 Auburn,65,78,-13,143,0
20253113b,b,3113,2025,Region 1,Sweet 16,2,2025 Michigan St.,6,2025 Mississippi,73,70,3,143,1
20253213b,b,3213,2025,Region 2,Sweet 16,4,2025 Arizona,1,2025 Duke,93,100,-7,193,0
20253214b,b,3214,2025,Region 2,Sweet 16,2,2025 Alabama,6,2025 BYU,113,88,25,201,1
20253313b,b,3313,2025,Region 3,Sweet 16,4,2025 Purdue,1,2025 Houston,60,62,-2,122,0
20253314b,b,3314,2025,Region 3,Sweet 16,2,2025 Tennessee,3,2025 Kentucky,78,65,13,143,1
20253413b,b,3413,2025,Region 4,Sweet 16,4,2025 Maryland,1,2025 Florida,71,87,-16,158,0
20253414b,b,3414,2025,Region 4,Sweet 16,10,2025 Arkansas,3,2025 Texas Tech,83,85,-2,168,0
20254115b,b,4115,2025,Region 1,Elite Eight,2,2025 Michigan St.,1,2025 Auburn,64,70,-6,134,0
20254215b,b,4215,2025,Region 2,Elite Eight,2,2025 Alabama,1,2025 Duke,65,85,-20,150,0
20254315b,b,4315,2025,Region 3,Elite Eight,2,2025 Tennessee,1,2025 Houston,50,69,-19,119,0
20254415b,b,4415,2025,Region 4,Elite Eight,3,2025 Texas Tech,1,2025 Florida,79,84,-5,163,0
20255516b,b,5516,2025,Final Four,Final Four,1,2025 Florida,1,2025 Auburn,79,73,6,152,1
20255517b,b,5517,2025,Final Four,Final Four,1,2025 Houston,1,2025 Duke,70,67,3,137,1
20255618b,b,5618,2025,Final Four,Championship,1,2025 Houston,1,2025 Florida,63,65,-2,128,0
