game_id,round,team_region,team_seed,opp_region,opp_seed
r6_r5_g01,Championship,Region 1,3,Region 3,4
r6_r5_g01,Championship,Region 1,3,Region 3,5
r6_r5_g01,Championship,Region 1,3,Region 3,6
r6_r5_g01,Championship,Region 1,3,Region 3,7
r6_r5_g01,Championship,Region 1,3,Region 3,8
r6_r5_g01,Championship,Region 1,3,Region 3,9
r6_r5_g01,Championship,Region 1,3,Region 3,10
r6_r5_g01,Championship,Region 1,3,Region 3,11
r6_r5_g01,Championship,Region 1,3,Region 3,12
r6_r5_g01,Championship,Region 1,3,Region 3,13
r6_r5_g01,Championship,Region 1,3,Region 3,14
r6_r5_g01,Championship,Region 1,3,Region 3,15
r6_r5_g01,Championship,Region 1,3,Region 3,16
r6_r5_g01,Championship,Region 1,4,Region 2,1
r6_r5_g01,Championship,Region 1,4,Region 2,2
r6_r5_g01,Championship,Region 1,4,Region 2,3
r6_r5_g01,Championship,Region 1,4,Region 2,4
r6_r5_g01,Championship,Region 1,4,Region 2,5
r6_r5_g01,Championship,Region 1,4,Region 2,6
r6_r5_g01,Championship,Region 1,4,Region 2,7
r6_r5_g01,Championship,Region 1,4,Region 2,8
r6_r5_g01,Championship,Region 1,4,Region 2,9
r6_r5_g01,Championship,Region 1,4,Region 2,10
r6_r5_g01,Championship,Region 1,4,Region 2,11
r6_r5_g01,Championship,Region 1,4,Region 2,12
r6_r5_g01,Championship,Region 1,4,Region 2,13
r6_r5_g01,Championship,Region 1,4,Region 2,14
r6_r5_g01,Championship,Region 1,4,Region 2,15
r6_r5_g01,Championship,Region 1,4,Region 2,16
r6_r5_g01,Championship,Region 1,4,Region 3,1
r6_r5_g01,Championship,Region 1,4,Region 3,2
r6_r5_g01,Championship,Region 1,4,Region 3,3
r6_r5_g01,Championship,Region 1,4,Region 3,4
r6_r5_g01,Championship,Region 1,4,Region 3,5
r6_r5_g01,Championship,Region 1,4,Region 3,6
r6_r5_g01,Championship,Region 1,4,Region 3,7
r6_r5_g01,Championship,Region 1,4,Region 3,8
r6_r5_g01,Championship,Region 1,4,Region 3,9
r6_r5_g01,Championship,Region 1,4,Region 3,10
r6_r5_g01,Championship,Region 1,4,Region 3,11
r6_r5_g01,Championship,Region 1,4,Region 3,12
r6_r5_g01,Championship,Region 1,4,Region 3,13
r6_r5_g01,Championship,Region 1,4,Region 3,14
r6_r5_g01,Championship,Region 1,4,Region 3,15
r6_r5_g01,Championship,Region 1,4,Region 3,16
r6_r5_g01,Championship,Region 1,5,Region 2,1
r6_r5_g01,Championship,Region 1,5,Region 2,2
r6_r5_g01,Championship,Region 1,5,Region 2,3
r6_r5_g01,Championship,Region 1,5,Region 2,4
r6_r5_g01,Championship,Region 1,5,Region 2,5
r6_r5_g01,Championship,Region 1,5,Region 2,6
r6_r5_g01,Championship,Region 1,5,Region 2,7
r6_r5_g01,Championship,Region 1,5,Region 2,8
r6_r5_g01,Championship,Region 1,5,Region 2,9
r6_r5_g01,Championship,Region 1,5,Region 2,10
r6_r5_g01,Championship,Region 1,5,Region 2,11
r6_r5_g01,Championship,Region 1,5,Region 2,12
r6_r5_g01,Championship,Region 1,5,Region 2,13
r6_r5_g01,Championship,Region 1,5,Region 2,14
r6_r5_g01,Championship,Region 1,5,Region 2,15
r6_r5_g01,Championship,Region 1,5,Region 2,16
r6_r5_g01,Championship,Region 1,5,Region 3,1
r6_r5_g01,Championship,Region 1,5,Region 3,2
r6_r5_g01,Championship,Region 1,5,Region 3,3
r6_r5_g01,Championship,Region 1,5,Region 3,4
r6_r5_g01,Championship,Region 1,5,Region 3,5
r6_r5_g01,Championship,Region 1,5,Region 3,6
r6_r5_g01,Championship,Region 1,5,Region 3,7
r6_r5_g01,Championship,Region 1,5,Region 3,8
r6_r5_g01,Championship,Region 1,5,Region 3,9
r6_r5_g01,Championship,Region 1,5,Region 3,10
r6_r5_g01,Championship,Region 1,5,Region 3,11
r6_r5_g01,Championship,Region 1,5,Region 3,12
r6_r5_g01,Championship,Region 1,5,Region 3,13
r6_r5_g01,Championship,Region 1,5,Region 3,14
r6_r5_g01,Championship,Region 1,5,Region 3,15
r6_r5_g01,Championship,Region 1,5,Region 3,16
r6_r5_g01,Championship,Region 1,6,Region 2,1
r6_r5_g01,Championship,Region 1,6,Region 2,2
r6_r5_g01,Championship,Region 1,6,Region 2,3
r6_r5_g01,Championship,Region 1,6,Region 2,4
r6_r5_g01,Championship,Region 1,6,Region 2,5
r6_r5_g01,Championship,Region 1,6,Region 2,6
r6_r5_g01,Championship,Region 1,6,Region 2,7
r6_r5_g01,Championship,Region 1,6,Region 2,8
r6_r5_g01,Championship,Region 1,6,Region 2,9
r6_r5_g01,Championship,Region 1,6,Region 2,10
r6_r5_g01,Championship,Region 1,6,Region 2,11
r6_r5_g01,Championship,Region 1,6,Region 2,12
r6_r5_g01,Championship,Region 1,6,Region 2,13
r6_r5_g01,Championship,Region 1,6,Region 2,14
r6_r5_g01,Championship,Region 1,6,Region 2,15
r6_r5_g01,Championship,Region 1,6,Region 2,16
r6_r5_g01,Championship,Region 1,6,Region 3,1
r6_r5_g01,Championship,Region 1,6,Region 3,2
r6_r5_g01,Championship,Region 1,6,Region 3,3
r6_r5_g01,Championship,Region 1,6,Region 3,4
r6_r5_g01,Championship,Region 1,6,Region 3,5
r6_r5_g01,Championship,Region 1,6,Region 3,6
r6_r5_g01,Championship,Region 1,6,Region 3,7
r6_r5_g01,Championship,Region 1,6,Region 3,8
r6_r5_g01,Championship,Region 1,6,Region 3,9
r6_r5_g01,Championship,Region 1,6,Region 3,10
r6_r5_g01,Championship,Region 1,6,Region 3,11
r6_r5_g01,Championship,Region 1,6,Region 3,12
r6_r5_g01,Championship,Region 1,6,Region 3,13
r6_r5_g01,Championship,Region 1,6,Region 3,14
r6_r5_g01,Championship,Region 1,6,Region 3,15
r6_r5_g01,Championship,Region 1,6,Region 3,16
r6_r5_g01,Championship,Region 1,7,Region 2,1
r6_r5_g01,Championship,Region 1,7,Region 2,2
r6_r5_g01,Championship,Region 1,7,Region 2,3
r6_r5_g01,Championship,Region 1,7,Region 2,4
r6_r5_g01,Championship,Region 1,7,Region 2,5
r6_r5_g01,Championship,Region 1,7,Region 2,6
r6_r5_g01,Championship,Region 1,7,Region 2,7
r6_r5_g01,Championship,Region 1,7,Region 2,8
r6_r5_g01,Championship,Region 1,7,Region 2,9
r6_r5_g01,Championship,Region 1,7,Region 2,10
r6_r5_g01,Championship,Region 1,7,Region 2,11
r6_r5_g01,Championship,Region 1,7,Region 2,12
r6_r5_g01,Championship,Region 1,7,Region 2,13
r6_r5_g01,Championship,Region 1,7,Region 2,14
r6_r5_g01,Championship,Region 1,7,Region 2,15
r6_r5_g01,Championship,Region 1,7,Region 2,16
r6_r5_g01,Championship,Region 1,7,Region 3,1
r6_r5_g01,Championship,Region 1,7,Region 3,2
r6_r5_g01,Championship,Region 1,7,Region 3,3
r6_r5_g01,Championship,Region 1,7,Region 3,4
r6_r5_g01,Championship,Region 1,7,Region 3,5
r6_r5_g01,Championship,Region 1,7,Region 3,6
r6_r5_g01,Championship,Region 1,7,Region 3,7
r6_r5_g01,Championship,Region 1,7,Region 3,8
r6_r5_g01,Championship,Region 1,7,Region 3,9
r6_r5_g01,Championship,Region 1,7,Region 3,10
r6_r5_g01,Championship,Region 1,7,Region 3,11
r6_r5_g01,Championship,Region 1,7,Region 3,12
r6_r5_g01,Championship,Region 1,7,Region 3,13
r6_r5_g01,Championship,Region 1,7,Region 3,14
r6_r5_g01,Championship,Region 1,7,Region 3,15
r6_r5_g01,Championship,Region 1,7,Region 3,16
r6_r5_g01,Championship,Region 1,8,Region 2,1
r6_r5_g01,Championship,Region 1,8,Region 2,2
r6_r5_g01,Championship,Region 1,8,Region 2,3
r6_r5_g01,Championship,Region 1,8,Region 2,4
r6_r5_g01,Championship,Region 1,8,Region 2,5
r6_r5_g01,Championship,Region 1,8,Region 2,6
r6_r5_g01,Championship,Region 1,8,Region 2,7
r6_r5_g01,Championship,Region 1,8,Region 2,8
r6_r5_g01,Championship,Region 1,8,Region 2,9
r6_r5_g01,Championship,Region 1,8,Region 2,10
r6_r5_g01,Championship,Region 1,8,Region 2,11
r6_r5_g01,Championship,Region 1,8,Region 2,12
r6_r5_g01,Championship,Region 1,8,Region 2,13
r6_r5_g01,Championship,Region 1,8,Region 2,14
r6_r5_g01,Championship,Region 1,8,Region 2,15
r6_r5_g01,Championship,Region 1,8,Region 2,16
r6_r5_g01,Championship,Region 1,8,Region 3,1
r6_r5_g01,Championship,Region 1,8,Region 3,2
r6_r5_g01,Championship,Region 1,8,Region 3,3
r6_r5_g01,Championship,Region 1,8,Region 3,4
r6_r5_g01,Championship,Region 1,8,Region 3,5
r6_r5_g01,Championship,Region 1,8,Region 3,6
r6_r5_g01,Championship,Region 1,8,Region 3,7
r6_r5_g01,Championship,Region 1,8,Region 3,8
r6_r5_g01,Championship,Region 1,8,Region 3,9
r6_r5_g01,Championship,Region 1,8,Region 3,10
r6_r5_g01,Championship,Region 1,8,Region 3,11
r6_r5_g01,Championship,Region 1,8,Region 3,12
r6_r5_g01,Championship,Region 1,8,Region 3,13
r6_r5_g01,Championship,Region 1,8,Region 3,14
r6_r5_g01,Championship,Region 1,8,Region 3,15
r6_r5_g01,Championship,Region 1,8,Region 3,16
r6_r5_g01,Championship,Region 1,9,Region 2,1
r6_r5_g01,Championship,Region 1,9,Region 2,2
r6_r5_g01,Championship,Region 1,9,Region 2,3
r6_r5_g01,Championship,Region 1,9,Region 2,4
r6_r5_g01,Championship,Region 1,9,Region 2,5
r6_r5_g01,Championship,Region 1,9,Region 2,6
r6_r5_g01,Championship,Region 1,9,Region 2,7
r6_r5_g01,Championship,Region 1,9,Region 2,8
r6_r5_g01,Championship,Region 1,9,Region 2,9
r6_r5_g01,Championship,Region 1,9,Region 2,10
r6_r5_g01,Championship,Region 1,9,Region 2,11
r6_r5_g01,Championship,Region 1,9,Region 2,12
r6_r5_g01,Championship,Region 1,9,Region 2,13
r6_r5_g01,Championship,Region 1,9,Region 2,14
r6_r5_g01,Championship,Region 1,9,Region 2,15
r6_r5_g01,Championship,Region 1,9,Region 2,16
r6_r5_g01,Championship,Region 1,9,Region 3,1
r6_r5_g01,Championship,Region 1,9,Region 3,2
r6_r5_g01,Championship,Region 1,9,Region 3,3
r6_r5_g01,Championship,Region 1,9,Region 3,4
r6_r5_g01,Championship,Region 1,9,Region 3,5
r6_r5_g01,Championship,Region 1,9,Region 3,6
r6_r5_g01,Championship,Region 1,9,Region 3,7
r6_r5_g01,Championship,Region 1,9,Region 3,8
r6_r5_g01,Championship,Region 1,9,Region 3,9
r6_r5_g01,Championship,Region 1,9,Region 3,10
r6_r5_g01,Championship,Region 1,9,Region 3,11
r6_r5_g01,Championship,Region 1,9,Region 3,12
r6_r5_g01,Championship,Region 1,9,Region 3,13
r6_r5_g01,Championship,Region 1,9,Region 3,14
r6_r5_g01,Championship,Region 1,9,Region 3,15
r6_r5_g01,Championship,Region 1,9,Region 3,16
r6_r5_g01,Championship,Region 1,10,Region 2,1
r6_r5_g01,Championship,Region 1,10,Region 2,2
r6_r5_g01,Championship,Region 1,10,Region 2,3
r6_r5_g01,Championship,Region 1,10,Region 2,4
r6_r5_g01,Championship,Region 1,10,Region 2,5
r6_r5_g01,Championship,Region 1,10,Region 2,6
r6_r5_g01,Championship,Region 1,10,Region 2,7
r6_r5_g01,Championship,Region 1,10,Region 2,8
r6_r5_g01,Championship,Region 1,10,Region 2,9
r6_r5_g01,Championship,Region 1,10,Region 2,10
r6_r5_g01,Championship,Region 1,10,Region 2,11
r6_r5_g01,Championship,Region 1,10,Region 2,12
r6_r5_g01,Championship,Region 1,10,Region 2,13
r6_r5_g01,Championship,Region 1,10,Region 2,14
r6_r5_g01,Championship,Region 1,10,Region 2,15
r6_r5_g01,Championship,Region 1,10,Region 2,16
r6_r5_g01,Championship,Region 1,10,Region 3,1
r6_r5_g01,Championship,Region 1,10,Region 3,2
r6_r5_g01,Championship,Region 1,10,Region 3,3
r6_r5_g01,Championship,Region 1,10,Region 3,4
r6_r5_g01,Championship,Region 1,10,Region 3,5
r6_r5_g01,Championship,Region 1,10,Region 3,6
r6_r5_g01,Championship,Region 1,10,Region 3,7
r6_r5_g01,Championship,Region 1,10,Region 3,8
r6_r5_g01,Championship,Region 1,10,Region 3,9
r6_r5_g01,Championship,Region 1,10,Region 3,10
r6_r5_g01,Championship,Region 1,10,Region 3,11
r6_r5_g01,Championship,Region 1,10,Region 3,12
r6_r5_g01,Championship,Region 1,10,Region 3,13
r6_r5_g01,Championship,Region 1,10,Region 3,14
r6_r5_g01,Championship,Region 1,10,Region 3,15
r6_r5_g01,Championship,Region 1,10,Region 3,16
r6_r5_g01,Championship,Region 1,11,Region 2,1
r6_r5_g01,Championship,Region 1,11,Region 2,2
r6_r5_g01,Championship,Region 1,11,Region 2,3
r6_r5_g01,Championship,Region 1,11,Region 2,4
r6_r5_g01,Championship,Region 1,11,Region 2,5
r6_r5_g01,Championship,Region 1,11,Region 2,6
r6_r5_g01,Championship,Region 1,11,Region 2,7
r6_r5_g01,Championship,Region 1,11,Region 2,8
r6_r5_g01,Championship,Region 1,11,Region 2,9
r6_r5_g01,Championship,Region 1,11,Region 2,10
r6_r5_g01,Championship,Region 1,11,Region 2,11
r6_r5_g01,Championship,Region 1,11,Region 2,12
r6_r5_g01,Championship,Region 1,11,Region 2,13
r6_r5_g01,Championship,Region 1,11,Region 2,14
r6_r5_g01,Championship,Region 1,11,Region 2,15
r6_r5_g01,Championship,Region 1,11,Region 2,16
r6_r5_g01,Championship,Region 1,11,Region 3,1
r6_r5_g01,Championship,Region 1,11,Region 3,2
r6_r5_g01,Championship,Region 1,11,Region 3,3
r6_r5_g01,Championship,Region 1,11,Region 3,4
r6_r5_g01,Championship,Region 1,11,Region 3,5
r6_r5_g01,Championship,Region 1,11,Region 3,6
r6_r5_g01,Championship,Region 1,11,Region 3,7
r6_r5_g01,Championship,Region 1,11,Region 3,8
r6_r5_g01,Championship,Region 1,11,Region 3,9
r6_r5_g01,Championship,Region 1,11,Region 3,10
r6_r5_g01,Championship,Region 1,11,Region 3,11
r6_r5_g01,Championship,Region 1,11,Region 3,12
r6_r5_g01,Championship,Region 1,11,Region 3,13
r6_r5_g01,Championship,Region 1,11,Region 3,14
r6_r5_g01,Championship,Region 1,11,Region 3,15
r6_r5_g01,Championship,Region 1,11,Region 3,16
r6_r5_g01,Championship,Region 1,12,Region 2,1
r6_r5_g01,Championship,Region 1,12,Region 2,2
r6_r5_g01,Championship,Region 1,12,Region 2,3
r6_r5_g01,Championship,Region 1,12,Region 2,4
r6_r5_g01,Championship,Region 1,12,Region 2,5
r6_r5_g01,Championship,Region 1,12,Region 2,6
r6_r5_g01,Championship,Region 1,12,Region 2,7
r6_r5_g01,Championship,Region 1,12,Region 2,8
r6_r5_g01,Championship,Region 1,12,Region 2,9
r6_r5_g01,Championship,Region 1,12,Region 2,10
r6_r5_g01,Championship,Region 1,12,Region 2,11
r6_r5_g01,Championship,Region 1,12,Region 2,12
r6_r5_g01,Championship,Region 1,12,Region 2,13
r6_r5_g01,Championship,Region 1,12,Region 2,14
r6_r5_g01,Championship,Region 1,12,Region 2,15
r6_r5_g01,Championship,Region 1,12,Region 2,16
r6_r5_g01,Championship,Region 1,12,Region 3,1
r6_r5_g01,Championship,Region 1,12,Region 3,2
r6_r5_g01,Championship,Region 1,12,Region 3,3
r6_r5_g01,Championship,Region 1,12,Region 3,4
r6_r5_g01,Championship,Region 1,12,Region 3,5
r6_r5_g01,Championship,Region 1,12,Region 3,6
r6_r5_g01,Championship,Region 1,12,Region 3,7
r6_r5_g01,Championship,Region 1,12,Region 3,8
r6_r5_g01,Championship,Region 1,12,Region 3,9
r6_r5_g01,Championship,Region 1,12,Region 3,10
r6_r5_g01,Championship,Region 1,12,Region 3,11
r6_r5_g01,Championship,Region 1,12,Region 3,12
r6_r5_g01,Championship,Region 1,12,Region 3,13
r6_r5_g01,Championship,Region 1,12,Region 3,14
r6_r5_g01,Championship,Region 1,12,Region 3,15
r6_r5_g01,Championship,Region 1,12,Region 3,16
r6_r5_g01,Championship,Region 1,13,Region 2,1
r6_r5_g01,Championship,Region 1,13,Region 2,2
r6_r5_g01,Championship,Region 1,13,Region 2,3
r6_r5_g01,Championship,Region 1,13,Region 2,4
r6_r5_g01,Championship,Region 1,13,Region 2,5
r6_r5_g01,Championship,Region 1,13,Region 2,6
r6_r5_g01,Championship,Region 1,13,Region 2,7
r6_r5_g01,Championship,Region 1,13,Region 2,8
r6_r5_g01,Championship,Region 1,13,Region 2,9
r6_r5_g01,Championship,Region 1,13,Region 2,10
r6_r5_g01,Championship,Region 1,13,Region 2,11
r6_r5_g01,Championship,Region 1,13,Region 2,12
r6_r5_g01,Championship,Region 1,13,Region 2,13
r6_r5_g01,Championship,Region 1,13,Region 2,14
r6_r5_g01,Championship,Region 1,13,Region 2,15
r6_r5_g01,Championship,Region 1,13,Region 2,16
r6_r5_g01,Championship,Region 1,13,Region 3,1
r6_r5_g01,Championship,Region 1,13,Region 3,2
r6_r5_g01,Championship,Region 1,13,Region 3,3
r6_r5_g01,Championship,Region 1,13,Region 3,4
r6_r5_g01,Championship,Region 1,13,Region 3,5
r6_r5_g01,Championship,Region 1,13,Region 3,6
r6_r5_g01,Championship,Region 1,13,Region 3,7
r6_r5_g01,Championship,Region 1,13,Region 3,8
r6_r5_g01,Championship,Region 1,13,Region 3,9
r6_r5_g01,Championship,Region 1,13,Region 3,10
r6_r5_g01,Championship,Region 1,13,Region 3,11
r6_r5_g01,Championship,Region 1,13,Region 3,12
r6_r5_g01,Championship,Region 1,13,Region 3,13
r6_r5_g01,Championship,Region 1,13,Region 3,14
r6_r5_g01,Championship,Region 1,13,Region 3,15
r6_r5_g01,Championship,Region 1,13,Region 3,16
r6_r5_g01,Championship,Region 1,14,Region 2,1
r6_r5_g01,Championship,Region 1,14,Region 2,2
r6_r5_g01,Championship,Region 1,14,Region 2,3
r6_r5_g01,Championship,Region 1,14,Region 2,4
r6_r5_g01,Championship,Region 1,14,Region 2,5
r6_r5_g01,Championship,Region 1,14,Region 2,6
r6_r5_g01,Championship,Region 1,14,Region 2,7
r6_r5_g01,Championship,Region 1,14,Region 2,8
r6_r5_g01,Championship,Region 1,14,Region 2,9
r6_r5_g01,Championship,Region 1,14,Region 2,10
r6_r5_g01,Championship,Region 1,14,Region 2,11
r6_r5_g01,Championship,Region 1,14,Region 2,12
r6_r5_g01,Championship,Region 1,14,Region 2,13
r6_r5_g01,Championship,Region 1,14,Region 2,14
r6_r5_g01,Championship,Region 1,14,Region 2,15
r6_r5_g01,Championship,Region 1,14,Region 2,16
r6_r5_g01,Championship,Region 1,14,Region 3,1
r6_r5_g01,Championship,Region 1,14,Region 3,2
r6_r5_g01,Championship,Region 1,14,Region 3,3
r6_r5_g01,Championship,Region 1,14,Region 3,4
r6_r5_g01,Championship,Region 1,14,Region 3,5
r6_r5_g01,Championship,Region 1,14,Region 3,6
r6_r5_g01,Championship,Region 1,14,Region 3,7
r6_r5_g01,Championship,Region 1,14,Region 3,8
r6_r5_g01,Championship,Region 1,14,Region 3,9
r6_r5_g01,Championship,Region 1,14,Region 3,10
r6_r5_g01,Championship,Region 1,14,Region 3,11
r6_r5_g01,Championship,Region 1,14,Region 3,12
r6_r5_g01,Championship,Region 1,14,Region 3,13
r6_r5_g01,Championship,Region 1,14,Region 3,14
r6_r5_g01,Championship,Region 1,14,Region 3,15
r6_r5_g01,Championship,Region 1,14,Region 3,16
r6_r5_g01,Championship,Region 1,15,Region 2,1
r6_r5_g01,Championship,Region 1,15,Region 2,2
r6_r5_g01,Championship,Region 1,15,Region 2,3
r6_r5_g01,Championship,Region 1,15,Region 2,4
r6_r5_g01,Championship,Region 1,15,Region 2,5
r6_r5_g01,Championship,Region 1,15,Region 2,6
r6_r5_g01,Championship,Region 1,15,Region 2,7
r6_r5_g01,Championship,Region 1,15,Region 2,8
r6_r5_g01,Championship,Region 1,15,Region 2,9
r6_r5_g01,Championship,Region 1,15,Region 2,10
r6_r5_g01,Championship,Region 1,15,Region 2,11
r6_r5_g01,Championship,Region 1,15,Region 2,12
r6_r5_g01,Championship,Region 1,15,Region 2,13
r6_r5_g01,Championship,Region 1,15,Region 2,14
r6_r5_g01,Championship,Region 1,15,Region 2,15
r6_r5_g01,Championship,Region 1,15,Region 2,16
r6_r5_g01,Championship,Region 1,15,Region 3,1
r6_r5_g01,Championship,Region 1,15,Region 3,2
r6_r5_g01,Championship,Region 1,15,Region 3,3
r6_r5_g01,Championship,Region 1,15,Region 3,4
r6_r5_g01,Championship,Region 1,15,Region 3,5
r6_r5_g01,Championship,Region 1,15,Region 3,6
r6_r5_g01,Championship,Region 1,15,Region 3,7
r6_r5_g01,Championship,Region 1,15,Region 3,8
r6_r5_g01,Championship,Region 1,15,Region 3,9
r6_r5_g01,Championship,Region 1,15,Region 3,10
r6_r5_g01,Championship,Region 1,15,Region 3,11
r6_r5_g01,Championship,Region 1,15,Region 3,12
r6_r5_g01,Championship,Region 1,15,Region 3,13
r6_r5_g01,Championship,Region 1,15,Region 3,14
r6_r5_g01,Championship,Region 1,15,Region 3,15
r6_r5_g01,Championship,Region 1,15,Region 3,16
r6_r5_g01,Championship,Region 1,16,Region 2,1
r6_r5_g01,Championship,Region 1,16,Region 2,2
r6_r5_g01,Championship,Region 1,16,Region 2,3
r6_r5_g01,Championship,Region 1,16,Region 2,4
r6_r5_g01,Championship,Region 1,16,Region 2,5
r6_r5_g01,Championship,Region 1,16,Region 2,6
r6_r5_g01,Championship,Region 1,16,Region 2,7
r6_r5_g01,Championship,Region 1,16,Region 2,8
r6_r5_g01,Championship,Region 1,16,Region 2,9
r6_r5_g01,Championship,Region 1,16,Region 2,10
r6_r5_g01,Championship,Region 1,16,Region 2,11
r6_r5_g01,Championship,Region 1,16,Region 2,12
r6_r5_g01,Championship,Region 1,16,Region 2,13
r6_r5_g01,Championship,Region 1,16,Region 2,14
r6_r5_g01,Championship,Region 1,16,Region 2,15
r6_r5_g01,Championship,Region 1,16,Region 2,16
r6_r5_g01,Championship,Region 1,16,Region 3,1
r6_r5_g01,Championship,Region 1,16,Region 3,2
r6_r5_g01,Championship,Region 1,16,Region 3,3
r6_r5_g01,Championship,Region 1,16,Region 3,4
r6_r5_g01,Championship,Region 1,16,Region 3,5
r6_r5_g01,Championship,Region 1,16,Region 3,6
r6_r5_g01,Championship,Region 1,16,Region 3,7
r6_r5_g01,Championship,Region 1,16,Region 3,8
r6_r5_g01,Championship,Region 1,16,Region 3,9
r6_r5_g01,Championship,Region 1,16,Region 3,10
r6_r5_g01,Championship,Region 1,16,Region 3,11
r6_r5_g01,Championship,Region 1,16,Region 3,12
r6_r5_g01,Championship,Region 1,16,Region 3,13
r6_r5_g01,Championship,Region 1,16,Region 3,14
r6_r5_g01,Championship,Region 1,16,Region 3,15
r6_r5_g01,Championship,Region 1,16,Region 3,16
r6_r5_g01,Championship,Region 4,1,Region 2,1
r6_r5_g01,Championship,Region 4,1,Region 2,2
r6_r5_g01,Championship,Region 4,1,Region 2,3
r6_r5_g01,Championship,Region 4,1,Region 2,4
r6_r5_g01,Championship,Region 4,1,Region 2,5
r6_r5_g01,Championship,Region 4,1,Region 2,6
r6_r5_g01,Championship,Region 4,1,Region 2,7
r6_r5_g01,Championship,Region 4,1,Region 2,8
r6_r5_g01,Championship,Region 4,1,Region 2,9
r6_r5_g01,Championship,Region 4,1,Region 2,10
r6_r5_g01,Championship,Region 4,1,Region 2,11
r6_r5_g01,Championship,Region 4,1,Region 2,12
r6_r5_g01,Championship,Region 4,1,Region 2,13
r6_r5_g01,Championship,Region 4,1,Region 2,14
r6_r5_g01,Championship,Region 4,1,Region 2,15
r6_r5_g01,Championship,Region 4,1,Region 2,16
r6_r5_g01,Championship,Region 4,1,Region 3,1
r6_r5_g01,Championship,Region 4,1,Region 3,2
r6_r5_g01,Championship,Region 4,1,Region 3,3
r6_r5_g01,Championship,Region 4,1,Region 3,4
r6_r5_g01,Championship,Region 4,1,Region 3,5
r6_r5_g01,Championship,Region 4,1,Region 3,6
r6_r5_g01,Championship,Region 4,1,Region 3,7
r6_r5_g01,Championship,Region 4,1,Region 3,8
r6_r5_g01,Championship,Region 4,1,Region 3,9
r6_r5_g01,Championship,Region 4,1,Region 3,10
r6_r5_g01,Championship,Region 4,1,Region 3,11
r6_r5_g01,Championship,Region 4,1,Region 3,12
r6_r5_g01,Championship,Region 4,1,Region 3,13
r6_r5_g01,Championship,Region 4,1,Region 3,14
r6_r5_g01,Championship,Region 4,1,Region 3,15
r6_r5_g01,Championship,Region 4,1,Region 3,16
r6_r5_g01,Championship,Region 4,2,Region 2,1
r6_r5_g01,Championship,Region 4,2,Region 2,2
r6_r5_g01,Championship,Region 4,2,Region 2,3
r6_r5_g01,Championship,Region 4,2,Region 2,4
r6_r5_g01,Championship,Region 4,2,Region 2,5
r6_r5_g01,Championship,Region 4,2,Region 2,6
r6_r5_g01,Championship,Region 4,2,Region 2,7
r6_r5_g01,Championship,Region 4,2,Region 2,8
r6_r5_g01,Championship,Region 4,2,Region 2,9
r6_r5_g01,Championship,Region 4,2,Region 2,10
r6_r5_g01,Championship,Region 4,2,Region 2,11
r6_r5_g01,Championship,Region 4,2,Region 2,12
r6_r5_g01,Championship,Region 4,2,Region 2,13
r6_r5_g01,Championship,Region 4,2,Region 2,14
r6_r5_g01,Championship,Region 4,2,Region 2,15
r6_r5_g01,Championship,Region 4,2,Region 2,16
r6_r5_g01,Championship,Region 4,2,Region 3,1
r6_r5_g01,Championship,Region 4,2,Region 3,2
r6_r5_g01,Championship,Region 4,2,Region 3,3
r6_r5_g01,Championship,Region 4,2,Region 3,4
r6_r5_g01,Championship,Region 4,2,Region 3,5
r6_r5_g01,Championship,Region 4,2,Region 3,6
r6_r5_g01,Championship,Region 4,2,Region 3,7
r6_r5_g01,Championship,Region 4,2,Region 3,8
r6_r5_g01,Championship,Region 4,2,Region 3,9
r6_r5_g01,Championship,Region 4,2,Region 3,10
r6_r5_g01,Championship,Region 4,2,Region 3,11
r6_r5_g01,Championship,Region 4,2,Region 3,12
r6_r5_g01,Championship,Region 4,2,Region 3,13
r6_r5_g01,Championship,Region 4,2,Region 3,14
r6_r5_g01,Championship,Region 4,2,Region 3,15
r6_r5_g01,Championship,Region 4,2,Region 3,16
r6_r5_g01,Championship,Region 4,3,Region 2,1
r6_r5_g01,Championship,Region 4,3,Region 2,2
r6_r5_g01,Championship,Region 4,3,Region 2,3
r6_r5_g01,Championship,Region 4,3,Region 2,4
r6_r5_g01,Championship,Region 4,3,Region 2,5
r6_r5_g01,Championship,Region 4,3,Region 2,6
r6_r5_g01,Championship,Region 4,3,Region 2,7
r6_r5_g01,Championship,Region 4,3,Region 2,8
r6_r5_g01,Championship,Region 4,3,Region 2,9
r6_r5_g01,Championship,Region 4,3,Region 2,10
r6_r5_g01,Championship,Region 4,3,Region 2,11
r6_r5_g01,Championship,Region 4,3,Region 2,12
r6_r5_g01,Championship,Region 4,3,Region 2,13
r6_r5_g01,Championship,Region 4,3,Region 2,14
r6_r5_g01,Championship,Region 4,3,Region 2,15
r6_r5_g01,Championship,Region 4,3,Region 2,16
r6_r5_g01,Championship,Region 4,3,Region 3,1
r6_r5_g01,Championship,Region 4,3,Region 3,2
r6_r5_g01,Championship,Region 4,3,Region 3,3
r6_r5_g01,Championship,Region 4,3,Region 3,4
r6_r5_g01,Championship,Region 4,3,Region 3,5
r6_r5_g01,Championship,Region 4,3,Region 3,6
r6_r5_g01,Championship,Region 4,3,Region 3,7
r6_r5_g01,Championship,Region 4,3,Region 3,8
