year,team,region,seed,tier,overall,offense,defense,pct_round_2,pct_sweet_16,pct_elite_eight,pct_final_four,pct_championship,pct_champion,bracket_value,5man_bpm,3man_bpm,elite_outcome_probability,efg%,def_rim_efficiency
2017,Middle Tennessee,Region 3,12,B,5.52,4.53,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,19.9,1,54.3,10.282
2017,Winthrop,Region 3,13,F,3.67,3.32,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.3,1,53.7,14.0703
2017,Kent St.,Region 3,14,F,3.0,1.79,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,10.8,2,48.1,16.003
2017,Northern Kentucky,Region 3,15,F,2.61,2.49,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.4,0,52.9,14.431500000000002
2017,Texas Southern,Region 3,16,F,2.07,2.21,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,2.8,1,48.2,14.9643
2017,Gonzaga,Region 4,1,S,8.21,6.87,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,26.8,2,58.0,16.2255
2017,Arizona,Region 4,2,C,6.94,6.13,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,22.0,1,53.7,15.820400000000005
2017,Florida St.,Region 4,3,C,6.93,6.18,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,19.5,1,53.9,17.535
2017,West Virginia,Region 4,4,A,7.52,6.13,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,24.9,2,51.8,20.9084
2017,Notre Dame,Region 4,5,B,6.13,4.9,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,18.9,3,54.0,13.9659
2017,Maryland,Region 4,6,D,5.9,4.97,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,19.9,1,52.6,12.6588
2017,Saint Mary's,Region 4,7,C,6.42,5.85,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,22.0,2,57.9,17.0736
2017,Northwestern,Region 4,8,C,5.21,3.58,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,15.2,1,49.7,14.1604
2017,Vanderbilt,Region 4,9,B,5.33,4.2,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,17.3,1,52.3,14.8159
2017,VCU,Region 4,10,C,5.28,4.1,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.6,0,51.1,19.6758
2017,Xavier,Region 4,11,C,5.0,4.81,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,15.9,1,51.6,11.8104
2017,Princeton,Region 4,12,B,4.49,3.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,14.3,2,53.5,17.272299999999998
2017,Bucknell,Region 4,13,F,4.49,4.26,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,15.4,2,55.4,18.6856
2017,Florida Gulf Coast,Region 4,14,F,3.95,4.31,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,12.9,1,54.1,17.107999999999997
2017,North Dakota,Region 4,15,F,2.49,2.86,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.8,1,53.4,13.935599999999996
2017,South Dakota St.,Region 4,16,F,1.34,3.15,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,4.1,0,53.8,11.5084
2018,Villanova,Region 2,1,S,7.97,7.92,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,28.7,3,59.7,17.2472
2018,Purdue,Region 2,2,S,7.54,6.79,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,24.9,3,58.1,14.954999999999998
2018,Texas Tech,Region 2,3,A,7.2,6.02,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,27.1,0,52.7,17.084
2018,Wichita St.,Region 2,4,C,6.34,6.47,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,21.2,3,55.3,14.5155
2018,West Virginia,Region 2,5,B,6.61,5.5,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,24.6,2,50.3,22.1363
2018,Florida,Region 2,6,C,5.72,4.11,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,19.3,3,51.1,17.792099999999998
2018,Arkansas,Region 2,7,C,5.94,5.86,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.4,3,54.2,13.098300000000002
2018,Virginia Tech,Region 2,8,B,5.34,5.05,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,14.7,2,57.5,13.336
2018,Alabama,Region 2,9,C,5.26,4.59,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,18.2,1,51.6,16.545
2018,Butler,Region 2,10,B,5.29,4.36,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,18.0,1,53.8,13.163
2018,St. Bonaventure,Region 2,11,F,4.05,4.03,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,12.2,1,52.3,15.817899999999998
2018,Murray St.,Region 2,12,F,4.67,4.99,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,15.8,2,55.2,12.7264
2018,Marshall,Region 2,13,F,3.54,3.82,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.9,2,54.9,19.2147
2018,Stephen F. Austin,Region 2,14,F,3.82,3.93,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,10.2,1,53.4,19.264000000000003
2018,Cal St. Fullerton,Region 2,15,F,2.32,3.04,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.6,0,52.0,15.429799999999998
2018,Radford,Region 2,16,F,2.29,1.9,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.5,0,49.4,16.5327
2018,Kansas,Region 3,1,A,6.93,6.77,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,22.3,3,58.1,14.8365
2018,Duke,Region 3,2,S,7.55,8.12,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,27.5,3,56.0,16.3818
2018,Michigan St.,Region 3,3,S,7.82,7.64,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,28.0,3,57.8,20.247
2018,Auburn,Region 3,4,C,5.67,4.93,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,14.9,0,51.8,16.4868
2018,Clemson,Region 3,5,B,5.83,4.39,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,17.4,0,52.7,16.6482
2018,TCU,Region 3,6,C,5.73,6.35,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,20.6,3,56.9,17.010199999999998
2018,Rhode Island,Region 3,7,F,4.85,3.46,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,14.7,1,51.5,19.6301
2018,Seton Hall,Region 3,8,C,5.11,4.44,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,15.0,1,52.8,15.143399999999998
2018,North Carolina St.,Region 3,9,C,4.97,4.84,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,15.0,2,53.3,17.2536
2018,Oklahoma,Region 3,10,C,5.0,4.77,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,15.8,1,53.8,17.8365
2018,Syracuse,Region 3,11,D,4.01,3.19,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,12.4,1,47.2,17.127
2018,New Mexico St.,Region 3,12,C,4.98,3.25,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,1,51.8,16.580299999999998
2018,College of Charleston,Region 3,13,F,3.37,3.55,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,13.1,1,52.8,14.1626
2018,Bucknell,Region 3,14,F,4.06,4.33,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,14.7,0,54.0,17.7308
2018,Iona,Region 3,15,F,2.32,2.29,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.6,2,54.1,18.562400000000004
2018,Penn,Region 3,16,F,3.33,2.12,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,9.8,0,53.0,14.375699999999998
2018,Virginia,Region 1,1,A,7.89,5.13,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,24.0,2,52.9,17.010400000000004
2018,Cincinnati,Region 1,2,A,7.9,5.78,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,28.1,1,51.6,18.531
2018,Tennessee,Region 1,3,A,6.49,4.9,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,18.6,2,50.7,17.3847
2018,Arizona,Region 1,4,C,5.85,6.78,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,20.4,2,56.6,17.8775
2018,Kentucky,Region 1,5,B,6.01,5.34,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,17.7,2,51.7,16.1986
2018,Miami FL,Region 1,6,C,5.36,4.22,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,14.8,0,53.0,16.4508
2018,Nevada,Region 1,7,C,5.3,5.42,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,18.1,3,54.9,15.003900000000002
2018,Creighton,Region 1,8,B,5.71,5.37,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,17.0,3,58.0,12.9198
2018,Kansas St.,Region 1,9,C,4.82,4.08,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,11.3,1,53.5,15.9525
2018,Texas,Region 1,10,C,4.86,3.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0,49.8,14.7124
2018,Loyola Chicago,Region 1,11,B,5.33,3.76,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,16.4,2,57.8,13.304000000000004
2018,Davidson,Region 1,12,B,4.48,4.68,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.9,3,57.7,13.069800000000004
2018,Buffalo,Region 1,13,D,4.83,4.85,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.9,2,54.8,17.838099999999997
2018,Wright St.,Region 1,14,F,3.09,1.52,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.0,0,49.0,11.0388
2018,Georgia St.,Region 1,15,F,3.36,3.3,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,10.5,2,54.1,17.982599999999998
2018,UMBC,Region 1,16,F,2.32,2.15,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,9.5,1,52.2,15.3214
2018,Xavier,Region 4,1,C,6.58,6.36,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,22.3,1,55.7,14.396
2018,North Carolina,Region 4,2,B,6.55,5.22,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,21.7,1,52.3,14.4542
2018,Michigan,Region 4,3,A,6.57,5.22,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,20.0,1,54.4,14.6566
2018,Gonzaga,Region 4,4,A,6.69,6.48,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,21.6,2,57.7,17.3373
2018,Ohio St.,Region 4,5,B,6.51,4.99,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,23.0,0,54.4,15.0248
2018,Houston,Region 4,6,B,5.95,4.99,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,20.8,2,53.9,14.8006
2018,Texas A&M,Region 4,7,C,6.12,4.56,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,21.9,1,51.1,15.1097
2018,Missouri,Region 4,8,C,5.25,5.01,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,16.9,1,54.5,13.5298
2018,Florida St.,Region 4,9,C,5.65,5.57,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,16.7,1,53.9,19.393600000000003
2018,Providence,Region 4,10,D,4.63,2.96,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,12.1,0,49.6,15.942
2018,San Diego St.,Region 4,11,D,5.17,4.27,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,15.5,0,52.0,11.2437
2018,South Dakota St.,Region 4,12,B,4.37,4.03,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.5,2,54.5,13.0996
2018,UNC Greensboro,Region 4,13,D,3.88,3.08,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,8.9,0,52.0,17.2701
2018,Montana,Region 4,14,F,4.2,3.81,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,13.0,0,51.7,15.53
2018,Lipscomb,Region 4,15,F,2.69,2.95,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,9.7,0,51.9,14.431400000000002
2018,Texas Southern,Region 4,16,F,1.03,2.19,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,2.8,1,50.8,13.196000000000002
2019,Duke,Region 1,1,S,8.36,7.17,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,33.5,1,53.4,18.142
2019,Michigan St.,Region 1,2,S,7.95,6.67,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7,29.0,2,55.8,17.275000000000002
2019,LSU,Region 1,3,C,6.54,5.89,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,21.5,2,51.7,11.9523
2019,Virginia Tech,Region 1,4,A,6.33,5.67,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,21.4,2,56.4,12.138700000000002
2019,Mississippi St.,Region 1,5,C,5.87,5.39,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,15.8,3,54.6,13.502
2019,Maryland,Region 1,6,B,5.78,4.54,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,18.9,0,51.9,14.0923
2019,Louisville,Region 1,7,B,5.94,4.3,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,19.3,0,50.9,13.822200000000002
2019,VCU,Region 1,8,C,6.19,3.65,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,19.7,1,50.6,20.524199999999997
2019,UCF,Region 1,9,D,5.61,5.41,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,17.6,0,52.7,16.540399999999998
2019,Minnesota,Region 1,10,C,4.79,3.56,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,15.1,0,48.3,16.9158
2019,Belmont,Region 1,11,B,5.25,5.76,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,20.8,2,57.8,14.172
2019,Liberty,Region 1,12,F,4.46,3.63,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,12.5,1,56.1,16.9776
2019,Saint Louis,Region 1,13,D,3.23,1.71,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,10.3,1,46.8,16.430500000000002
2019,Yale,Region 1,14,F,4.37,4.64,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.1,2,56.1,15.6478
2019,Bradley,Region 1,15,F,2.08,1.3,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.1,0,49.7,11.7548
2019,North Dakota St.,Region 1,16,F,1.49,1.75,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,1.8,1,53.8,15.8794
2019,North Carolina,Region 3,1,S,7.35,5.97,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.6,1,52.9,10.2982
2019,Kentucky,Region 3,2,A,7.18,6.24,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,23.4,1,53.3,15.553800000000004
2019,Houston,Region 3,3,B,6.9,4.88,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,20.8,1,52.1,13.0045
2019,Kansas,Region 3,4,B,6.19,4.19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.3,0,52.3,13.762
2019,Auburn,Region 3,5,B,6.4,5.72,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,17.9,2,54.2,13.873799999999996
2019,Iowa St.,Region 3,6,B,5.91,5.29,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,18.5,2,54.9,10.7377
2019,Wofford,Region 3,7,C,6.21,5.9,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,23.1,2,57.8,14.8676
2019,Utah St.,Region 3,8,C,5.31,5.02,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.6,0,54.3,16.2161
2019,Washington,Region 3,9,C,5.27,4.09,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,16.8,1,52.1,12.6589
2019,Seton Hall,Region 3,10,D,4.13,3.16,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,14.2,0,49.9,16.614600000000003
2019,Ohio St.,Region 3,11,C,4.95,3.74,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,14.9,0,50.5,13.228300000000004
2019,New Mexico St.,Region 3,12,F,5.68,4.83,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,15.2,1,54.0,12.011400000000002
2019,Northeastern,Region 3,13,F,3.97,4.6,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,12.9,2,57.2,14.205799999999998
2019,Georgia St.,Region 3,14,F,3.17,2.35,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,7.8,2,54.4,14.3915
2019,Abilene Christian,Region 3,15,F,2.94,2.95,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,6.6,1,52.4,12.9864
2019,Iona,Region 3,16,F,1.31,2.05,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.1,1,53.0,15.011
2019,Virginia,Region 2,1,S,8.38,6.72,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,30.4,3,55.7,12.7252
2019,Tennessee,Region 2,2,A,7.19,6.42,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,22.9,2,55.3,17.8532
2019,Purdue,Region 2,3,A,6.66,5.88,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,24.0,1,52.7,12.8205
2019,Kansas St.,Region 2,4,B,6.1,3.18,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,18.3,0,49.5,12.4508
2019,Wisconsin,Region 2,5,A,6.57,3.14,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,21.9,1,51.5,15.8439
2019,Villanova,Region 2,6,C,5.15,5.05,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,14.3,0,53.4,15.191400000000003
2019,Cincinnati,Region 2,7,C,5.91,4.16,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,18.2,1,49.0,15.9918
2019,Mississippi,Region 2,8,B,5.27,4.57,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,16.7,0,53.0,11.082999999999998
2019,Oklahoma,Region 2,9,C,5.56,2.85,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,16.9,0,50.2,16.4451
2019,Iowa,Region 2,10,C,4.98,4.73,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,12.7,0,52.6,14.78
2019,Saint Mary's,Region 2,11,B,5.03,4.25,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,20.3,1,54.0,17.395799999999998
2019,Oregon,Region 2,12,C,4.98,3.31,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.9,0,51.7,16.0827
2019,UC Irvine,Region 2,13,D,5.06,3.06,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,16.0,0,51.4,17.7639
2019,Old Dominion,Region 2,14,D,3.06,1.24,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,7.0,0,47.7,14.6554
2019,Colgate,Region 2,15,F,2.66,3.4,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.2,2,55.9,15.9084
2019,Gardner Webb,Region 2,16,F,2.14,2.74,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.8,3,54.8,12.5056
2019,Gonzaga,Region 4,1,S,8.22,8.46,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,32.4,2,59.6,20.0144
2019,Michigan,Region 4,2,A,7.3,4.73,8.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,24.2,1,52.1,15.9154
2019,Texas Tech,Region 4,3,A,7.56,5.78,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,28.4,0,53.7,14.442
2019,Florida St.,Region 4,4,B,6.57,5.31,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,18.5,0,50.7,16.8744
2019,Marquette,Region 4,5,C,5.3,4.41,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,18.6,1,54.1,17.328300000000002
2019,Buffalo,Region 4,6,C,6.44,5.13,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,22.0,1,53.4,17.2749
2019,Nevada,Region 4,7,B,5.75,5.4,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.2,1,54.1,16.939799999999998
2019,Syracuse,Region 4,8,C,4.82,3.96,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,13.8,1,49.5,13.439
2019,Baylor,Region 4,9,C,4.8,3.89,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,10.2,1,50.9,11.2294
2019,Florida,Region 4,10,C,5.77,3.58,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,18.9,1,49.9,16.582200000000004
2019,Arizona St.,Region 4,11,D,4.3,4.02,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.1,0,50.8,16.5942
2019,Murray St.,Region 4,12,C,5.12,5.25,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,16.1,2,55.2,17.2298
2019,Vermont,Region 4,13,F,4.4,3.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,17.7,0,52.4,16.632
2019,Northern Kentucky,Region 4,14,F,4.1,4.04,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,14.9,1,55.0,14.6678
2019,Montana,Region 4,15,F,3.1,3.74,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,8.3,2,56.7,15.591699999999998
2019,Fairleigh Dickinson,Region 4,16,F,1.22,3.08,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,2.0,2,54.5,19.2882
2020,Dayton,Region 4,1,S,7.22,7.32,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,26.0,1,59.7,13.280800000000005
2020,Florida St.,Region 4,2,B,6.84,4.94,6.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,20.3,1,51.9,18.9206
2020,Villanova,Region 4,3,B,5.82,3.98,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,19.0,0,52.6,18.599400000000003
2020,Maryland,Region 4,4,A,5.91,4.19,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,21.1,0,48.6,13.191
2020,Butler,Region 4,5,B,5.91,3.91,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,20.1,0,52.3,14.663400000000005
2020,Penn St.,Region 4,6,C,5.47,3.08,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,13.6,1,49.5,18.5746
2020,West Virginia,Region 4,7,A,6.93,3.82,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,23.2,1,46.5,18.2226
2020,Colorado,Region 4,8,C,5.31,3.62,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,18.1,0,50.5,22.7298
2020,Florida,Region 4,9,C,5.46,4.4,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,19.1,0,52.1,15.3476
2020,Utah St.,Region 4,10,C,5.7,4.57,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,22.2,0,51.8,16.9437
2020,UCLA,Region 4,11,D,4.21,2.93,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,12.7,1,48.4,15.1382
2020,Texas,Region 4,12,C,4.66,2.3,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.8,1,49.9,18.1242
2020,Akron,Region 4,13,D,4.25,3.25,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,15.4,0,51.7,22.1514
2020,Hofstra,Region 4,14,F,2.98,2.6,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.6,1,51.7,13.0903
2020,Northern Kentucky,Region 4,15,F,3.31,2.2,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,12.7,1,49.5,14.4333
2020,Robert Morris,Region 4,16,F,1.78,1.74,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,6.1,0,51.4,18.0231
2020,Kansas,Region 1,1,S,7.73,5.98,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,27.5,0,53.7,14.9835
2020,Kentucky,Region 1,2,C,5.84,4.9,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,16.4,0,50.7,14.3
2020,Duke,Region 1,3,A,6.81,5.39,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,21.9,1,52.6,20.0056
2020,Wisconsin,Region 1,4,B,5.39,2.62,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,14.0,1,50.3,16.675400000000003
2020,Auburn,Region 1,5,C,5.74,4.52,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,16.8,1,50.0,18.417
2020,Iowa,Region 1,6,C,5.29,4.9,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,19.1,0,51.6,15.651299999999996
2020,Providence,Region 1,7,C,5.3,3.05,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,15.3,0,47.3,16.773600000000002
2020,Houston,Region 1,8,A,6.07,3.66,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,20.4,1,48.0,15.743100000000002
2020,Marquette,Region 1,9,C,5.08,4.14,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,18.9,1,51.6,17.883
2020,Arizona St.,Region 1,10,C,4.22,1.68,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,11.1,0,48.8,17.616300000000003
2020,East Tennessee St.,Region 1,11,F,4.79,4.12,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,13.1,0,53.5,13.904799999999998
2020,Liberty,Region 1,12,B,4.45,3.12,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,13.5,1,54.4,15.6478
2020,North Texas,Region 1,13,F,4.17,4.23,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,10.8,2,55.3,10.9855
